Region,Date,Sex,Age,Deaths
South,2021-04-24,m,35,2442
South,2021-04-24,m,45,6960
South,2021-04-24,m,5,21
South,2021-04-24,m,55,16846
South,2021-04-24,m,65,29544
South,2021-04-24,m,75,32915
South,2021-04-24,m,85,22973
South,2021-04-24,m,TOT,112822
South,2021-05-01,b,0,34
South,2021-05-01,b,1,16
South,2021-05-01,b,15,340
South,2021-05-01,b,25,1506
South,2021-05-01,b,35,4022
South,2021-05-01,b,45,11110
South,2021-05-01,b,5,41
South,2021-05-01,b,55,27791
South,2021-05-01,b,65,49814
South,2021-05-01,b,75,58805
South,2021-05-01,b,85,53546
South,2021-05-01,b,TOT,207021
South,2021-05-01,f,0,11
South,2021-05-01,f,1,6
South,2021-05-01,f,15,149
South,2021-05-01,f,25,590
South,2021-05-01,f,35,1555
South,2021-05-01,f,45,4081
South,2021-05-01,f,5,22
South,2021-05-01,f,55,10796
South,2021-05-01,f,65,20036
South,2021-05-01,f,75,25660
South,2021-05-01,f,85,30452
South,2021-05-01,f,TOT,93352
South,2021-05-01,m,0,21
South,2021-05-01,m,1,10
South,2021-05-01,m,15,198
South,2021-05-01,m,25,916
South,2021-05-01,m,35,2471
South,2021-05-01,m,45,7029
South,2021-05-01,m,5,21
South,2021-05-01,m,55,16995
South,2021-05-01,m,65,29778
South,2021-05-01,m,75,33145
South,2021-05-01,m,85,23094
South,2021-05-01,m,TOT,113669
South,2021-05-08,b,0,34
South,2021-05-08,b,1,16
South,2021-05-08,b,15,345
South,2021-05-08,b,25,1546
South,2021-05-08,b,35,4098
South,2021-05-08,b,45,11331
South,2021-05-08,b,5,41
South,2021-05-08,b,55,28270
South,2021-05-08,b,65,50475
South,2021-05-08,b,75,59495
South,2021-05-08,b,85,54103
South,2021-05-08,b,TOT,209750
South,2021-05-08,f,0,11
South,2021-05-08,f,1,7
South,2021-05-08,f,15,151
South,2021-05-08,f,25,610
South,2021-05-08,f,35,1586
South,2021-05-08,f,45,4152
South,2021-05-08,f,5,22
South,2021-05-08,f,55,11010
South,2021-05-08,f,65,20333
South,2021-05-08,f,75,25968
South,2021-05-08,f,85,30752
South,2021-05-08,f,TOT,94595
South,2021-05-08,m,0,21
South,2021-05-08,m,1,10
South,2021-05-08,m,15,202
South,2021-05-08,m,25,936
South,2021-05-08,m,35,2514
South,2021-05-08,m,45,7179
South,2021-05-08,m,5,21
South,2021-05-08,m,55,17260
South,2021-05-08,m,65,30142
South,2021-05-08,m,75,33527
South,2021-05-08,m,85,23351
South,2021-05-08,m,TOT,115155
South,2021-05-15,b,0,35
South,2021-05-15,b,1,16
South,2021-05-15,b,15,350
South,2021-05-15,b,25,1578
South,2021-05-15,b,35,4177
South,2021-05-15,b,45,11559
South,2021-05-15,b,5,42
South,2021-05-15,b,55,28823
South,2021-05-15,b,65,51263
South,2021-05-15,b,75,60319
South,2021-05-15,b,85,54810
South,2021-05-15,b,TOT,212969
South,2021-05-15,f,0,11
South,2021-05-15,f,1,7
South,2021-05-15,f,15,154
South,2021-05-15,f,25,626
South,2021-05-15,f,35,1623
South,2021-05-15,f,45,4260
South,2021-05-15,f,5,22
South,2021-05-15,f,55,11223
South,2021-05-15,f,65,20689
South,2021-05-15,f,75,26351
South,2021-05-15,f,85,31173
South,2021-05-15,f,TOT,96133
South,2021-05-15,m,0,22
South,2021-05-15,m,1,10
South,2021-05-15,m,15,205
South,2021-05-15,m,25,952
South,2021-05-15,m,35,2556
South,2021-05-15,m,45,7299
South,2021-05-15,m,5,21
South,2021-05-15,m,55,17600
South,2021-05-15,m,65,30574
South,2021-05-15,m,75,33968
South,2021-05-15,m,85,23637
South,2021-05-15,m,TOT,116836
South,2021-05-22,b,0,35
South,2021-05-22,b,1,15
South,2021-05-22,b,15,357
South,2021-05-22,b,25,1624
South,2021-05-22,b,35,4263
South,2021-05-22,b,45,11769
South,2021-05-22,b,5,42
South,2021-05-22,b,55,29241
South,2021-05-22,b,65,51896
South,2021-05-22,b,75,60974
South,2021-05-22,b,85,55361
South,2021-05-22,b,TOT,215576
South,2021-05-22,f,0,11
South,2021-05-22,f,1,7
South,2021-05-22,f,15,156
South,2021-05-22,f,25,644
South,2021-05-22,f,35,1658
South,2021-05-22,f,45,4350
South,2021-05-22,f,5,22
South,2021-05-22,f,55,11377
South,2021-05-22,f,65,20980
South,2021-05-22,f,75,26653
South,2021-05-22,f,85,31503
South,2021-05-22,f,TOT,97355
South,2021-05-22,m,0,22
South,2021-05-22,m,1,10
South,2021-05-22,m,15,210
South,2021-05-22,m,25,978
South,2021-05-22,m,35,2607
South,2021-05-22,m,45,7419
South,2021-05-22,m,5,22
South,2021-05-22,m,55,17864
South,2021-05-22,m,65,30916
South,2021-05-22,m,75,34321
South,2021-05-22,m,85,23858
South,2021-05-22,m,TOT,118221
South,2021-05-29,b,0,36
South,2021-05-29,b,1,15
South,2021-05-29,b,15,364
South,2021-05-29,b,25,1644
South,2021-05-29,b,35,4344
South,2021-05-29,b,45,11916
South,2021-05-29,b,5,44
South,2021-05-29,b,55,29551
South,2021-05-29,b,65,52363
South,2021-05-29,b,75,61474
South,2021-05-29,b,85,55731
South,2021-05-29,b,TOT,217481
South,2021-05-29,f,0,11
South,2021-05-29,f,1,7
South,2021-05-29,f,15,161
South,2021-05-29,f,25,651
South,2021-05-29,f,35,1699
South,2021-05-29,f,45,4407
South,2021-05-29,f,5,22
South,2021-05-29,f,55,11504
South,2021-05-29,f,65,21176
South,2021-05-29,f,75,26887
South,2021-05-29,f,85,31731
South,2021-05-29,f,TOT,98250
South,2021-05-29,m,0,23
South,2021-05-29,m,1,10
South,2021-05-29,m,15,213
South,2021-05-29,m,25,991
South,2021-05-29,m,35,2647
South,2021-05-29,m,45,7509
South,2021-05-29,m,5,23
South,2021-05-29,m,55,18047
South,2021-05-29,m,65,31187
South,2021-05-29,m,75,34587
South,2021-05-29,m,85,24000
South,2021-05-29,m,TOT,119231
South,2021-06-05,b,0,36
South,2021-06-05,b,1,15
South,2021-06-05,b,15,370
South,2021-06-05,b,25,1664
South,2021-06-05,b,35,4401
South,2021-06-05,b,45,12037
South,2021-06-05,b,5,44
South,2021-06-05,b,55,29858
South,2021-06-05,b,65,52772
South,2021-06-05,b,75,61854
South,2021-06-05,b,85,56028
South,2021-06-05,b,TOT,219078
South,2021-06-05,f,0,11
South,2021-06-05,f,1,7
South,2021-06-05,f,15,166
South,2021-06-05,f,25,664
South,2021-06-05,f,35,1727
South,2021-06-05,f,45,4450
South,2021-06-05,f,5,22
South,2021-06-05,f,55,11625
South,2021-06-05,f,65,21342
South,2021-06-05,f,75,27058
South,2021-06-05,f,85,31902
South,2021-06-05,f,TOT,98968
South,2021-06-05,m,0,23
South,2021-06-05,m,1,10
South,2021-06-05,m,15,215
South,2021-06-05,m,25,999
South,2021-06-05,m,35,2674
South,2021-06-05,m,45,7587
South,2021-06-05,m,5,23
South,2021-06-05,m,55,18233
South,2021-06-05,m,65,31430
South,2021-06-05,m,75,34796
South,2021-06-05,m,85,24126
South,2021-06-05,m,TOT,120110
South,2021-06-12,b,0,37
South,2021-06-12,b,1,15
South,2021-06-12,b,15,382
South,2021-06-12,b,25,1689
South,2021-06-12,b,35,4460
South,2021-06-12,b,45,12177
South,2021-06-12,b,5,46
South,2021-06-12,b,55,30143
South,2021-06-12,b,65,53180
South,2021-06-12,b,75,62247
South,2021-06-12,b,85,56308
South,2021-06-12,b,TOT,220683
South,2021-06-12,f,0,11
South,2021-06-12,f,1,7
South,2021-06-12,f,15,172
South,2021-06-12,f,25,672
South,2021-06-12,f,35,1756
South,2021-06-12,f,45,4506
South,2021-06-12,f,5,22
South,2021-06-12,f,55,11743
South,2021-06-12,f,65,21519
South,2021-06-12,f,75,27234
South,2021-06-12,f,85,32075
South,2021-06-12,f,TOT,99712
South,2021-06-12,m,0,23
South,2021-06-12,m,1,10
South,2021-06-12,m,15,219
South,2021-06-12,m,25,1010
South,2021-06-12,m,35,2712
South,2021-06-12,m,45,7671
South,2021-06-12,m,5,24
South,2021-06-12,m,55,18400
South,2021-06-12,m,65,31661
South,2021-06-12,m,75,35013
South,2021-06-12,m,85,24233
South,2021-06-12,m,TOT,120971
South,2021-06-19,b,0,37
South,2021-06-19,b,1,15
South,2021-06-19,b,15,386
South,2021-06-19,b,25,1704
South,2021-06-19,b,35,4509
South,2021-06-19,b,45,12295
South,2021-06-19,b,5,47
South,2021-06-19,b,55,30360
South,2021-06-19,b,65,53490
South,2021-06-19,b,75,62536
South,2021-06-19,b,85,56508
South,2021-06-19,b,TOT,221885
South,2021-06-19,f,0,11
South,2021-06-19,f,1,7
South,2021-06-19,f,15,175
South,2021-06-19,f,25,675
South,2021-06-19,f,35,1775
South,2021-06-19,f,45,4556
South,2021-06-19,f,5,23
South,2021-06-19,f,55,11839
South,2021-06-19,f,65,21664
South,2021-06-19,f,75,27366
South,2021-06-19,f,85,32196
South,2021-06-19,f,TOT,100281
South,2021-06-19,m,0,23
South,2021-06-19,m,1,10
South,2021-06-19,m,15,220
South,2021-06-19,m,25,1021
South,2021-06-19,m,35,2743
South,2021-06-19,m,45,7739
South,2021-06-19,m,5,24
South,2021-06-19,m,55,18521
South,2021-06-19,m,65,31826
South,2021-06-19,m,75,35170
South,2021-06-19,m,85,24312
South,2021-06-19,m,TOT,121604
West,2020-09-26,b,TOT,27844
West,2020-09-26,f,0,0
West,2020-09-26,f,1,1
West,2020-09-26,f,15,29
West,2020-09-26,f,25,103
West,2020-09-26,f,35,239
West,2020-09-26,f,45,549
West,2020-09-26,f,5,0
West,2020-09-26,f,55,1257
West,2020-09-26,f,65,2233
West,2020-09-26,f,75,3025
West,2020-09-26,f,85,4378
West,2020-09-26,f,TOT,11810
West,2020-09-26,m,0,1
West,2020-09-26,m,1,1
West,2020-09-26,m,15,43
West,2020-09-26,m,25,211
West,2020-09-26,m,35,539
West,2020-09-26,m,45,1323
West,2020-09-26,m,5,4
West,2020-09-26,m,55,2687
West,2020-09-26,m,65,3821
West,2020-09-26,m,75,3980
West,2020-09-26,m,85,3426
West,2020-09-26,m,TOT,16034
West,2020-10-03,b,TOT,28719
West,2020-10-03,f,0,0
West,2020-10-03,f,1,1
West,2020-10-03,f,15,31
West,2020-10-03,f,25,105
West,2020-10-03,f,35,248
West,2020-10-03,f,45,565
West,2020-10-03,f,5,0
West,2020-10-03,f,55,1304
West,2020-10-03,f,65,2320
West,2020-10-03,f,75,3112
West,2020-10-03,f,85,4509
West,2020-10-03,f,TOT,12191
West,2020-10-03,m,0,1
West,2020-10-03,m,1,1
West,2020-10-03,m,15,45
West,2020-10-03,m,25,212
West,2020-10-03,m,35,546
West,2020-10-03,m,45,1367
West,2020-10-03,m,5,4
West,2020-10-03,m,55,2788
West,2020-10-03,m,65,3952
West,2020-10-03,m,75,4082
West,2020-10-03,m,85,3534
West,2020-10-03,m,TOT,16528
West,2020-10-10,b,TOT,29457
West,2020-10-10,f,0,0
West,2020-10-10,f,1,1
West,2020-10-10,f,15,32
West,2020-10-10,f,25,113
West,2020-10-10,f,35,253
West,2020-10-10,f,45,572
West,2020-10-10,f,5,0
West,2020-10-10,f,55,1341
West,2020-10-10,f,65,2385
West,2020-10-10,f,75,3191
West,2020-10-10,f,85,4606
West,2020-10-10,f,TOT,12490
West,2020-10-10,m,0,1
West,2020-10-10,m,1,1
West,2020-10-10,m,15,47
West,2020-10-10,m,25,220
West,2020-10-10,m,35,559
West,2020-10-10,m,45,1403
West,2020-10-10,m,5,4
West,2020-10-10,m,55,2859
West,2020-10-10,m,65,4060
West,2020-10-10,m,75,4191
West,2020-10-10,m,85,3624
West,2020-10-10,m,TOT,16967
West,2020-10-17,b,TOT,30321
West,2020-10-17,f,0,0
West,2020-10-17,f,1,1
West,2020-10-17,f,15,34
West,2020-10-17,f,25,117
West,2020-10-17,f,35,268
West,2020-10-17,f,45,590
West,2020-10-17,f,5,0
West,2020-10-17,f,55,1381
West,2020-10-17,f,65,2464
West,2020-10-17,f,75,3266
West,2020-10-17,f,85,4723
West,2020-10-17,f,TOT,12838
West,2020-10-17,m,0,1
West,2020-10-17,m,1,1
West,2020-10-17,m,15,48
West,2020-10-17,m,25,229
West,2020-10-17,m,35,573
West,2020-10-17,m,45,1448
West,2020-10-17,m,5,5
West,2020-10-17,m,55,2946
West,2020-10-17,m,65,4177
West,2020-10-17,m,75,4320
West,2020-10-17,m,85,3735
West,2020-10-17,m,TOT,17483
West,2020-10-24,b,TOT,30875
West,2020-10-24,f,0,0
West,2020-10-24,f,1,1
West,2020-10-24,f,15,34
West,2020-10-24,f,25,119
West,2020-10-24,f,35,269
West,2020-10-24,f,45,592
West,2020-10-24,f,5,0
West,2020-10-24,f,55,1408
West,2020-10-24,f,65,2511
West,2020-10-24,f,75,3328
West,2020-10-24,f,85,4807
West,2020-10-24,f,TOT,13065
West,2020-10-24,m,0,1
West,2020-10-24,m,1,1
West,2020-10-24,m,15,48
West,2020-10-24,m,25,230
West,2020-10-24,m,35,581
West,2020-10-24,m,45,1485
West,2020-10-24,m,5,5
West,2020-10-24,m,55,3003
West,2020-10-24,m,65,4260
West,2020-10-24,m,75,4398
West,2020-10-24,m,85,3799
West,2020-10-24,m,TOT,17810
West,2020-10-31,b,TOT,31685
West,2020-10-31,f,0,0
West,2020-10-31,f,1,1
West,2020-10-31,f,15,34
West,2020-10-31,f,25,122
West,2020-10-31,f,35,272
West,2020-10-31,f,45,606
West,2020-10-31,f,5,0
West,2020-10-31,f,55,1451
West,2020-10-31,f,65,2578
West,2020-10-31,f,75,3418
West,2020-10-31,f,85,4955
West,2020-10-31,f,TOT,13434
West,2020-10-31,m,0,1
West,2020-10-31,m,1,1
West,2020-10-31,m,15,50
West,2020-10-31,m,25,236
West,2020-10-31,m,35,599
West,2020-10-31,m,45,1527
West,2020-10-31,m,5,5
West,2020-10-31,m,55,3068
West,2020-10-31,m,65,4376
West,2020-10-31,m,75,4496
West,2020-10-31,m,85,3894
West,2020-10-31,m,TOT,18251
West,2020-11-07,b,TOT,32716
West,2020-11-07,f,0,0
West,2020-11-07,f,1,1
West,2020-11-07,f,15,35
West,2020-11-07,f,25,128
West,2020-11-07,f,35,279
West,2020-11-07,f,45,626
West,2020-11-07,f,5,0
West,2020-11-07,f,55,1481
West,2020-11-07,f,65,2659
West,2020-11-07,f,75,3548
West,2020-11-07,f,85,5105
West,2020-11-07,f,TOT,13861
West,2020-11-07,m,0,1
West,2020-11-07,m,1,1
West,2020-11-07,m,15,51
West,2020-11-07,m,25,240
West,2020-11-07,m,35,617
West,2020-11-07,m,45,1567
West,2020-11-07,m,5,5
West,2020-11-07,m,55,3158
West,2020-11-07,m,65,4519
West,2020-11-07,m,75,4667
West,2020-11-07,m,85,4030
West,2020-11-07,m,TOT,18855
West,2020-11-14,b,TOT,33501
West,2020-11-14,f,0,0
West,2020-11-14,f,1,1
West,2020-11-14,f,15,36
West,2020-11-14,f,25,132
West,2020-11-14,f,35,288
West,2020-11-14,f,45,644
West,2020-11-14,f,5,0
West,2020-11-14,f,55,1520
West,2020-11-14,f,65,2727
West,2020-11-14,f,75,3642
West,2020-11-14,f,85,5234
West,2020-11-14,f,TOT,14221
West,2020-11-14,m,0,1
West,2020-11-14,m,1,1
West,2020-11-14,m,15,53
West,2020-11-14,m,25,244
West,2020-11-14,m,35,622
West,2020-11-14,m,45,1591
West,2020-11-14,m,5,5
West,2020-11-14,m,55,3218
West,2020-11-14,m,65,4621
West,2020-11-14,m,75,4793
West,2020-11-14,m,85,4133
West,2020-11-14,m,TOT,19280
West,2020-11-21,b,TOT,34919
West,2020-11-21,f,0,0
West,2020-11-21,f,1,1
West,2020-11-21,f,15,37
West,2020-11-21,f,25,136
West,2020-11-21,f,35,300
West,2020-11-21,f,45,668
West,2020-11-21,f,5,0
West,2020-11-21,f,55,1569
West,2020-11-21,f,65,2824
West,2020-11-21,f,75,3826
West,2020-11-21,f,85,5457
West,2020-11-21,f,TOT,14817
West,2020-11-21,m,0,1
West,2020-11-21,m,1,1
West,2020-11-21,m,15,57
West,2020-11-21,m,25,257
West,2020-11-21,m,35,641
West,2020-11-21,m,45,1641
West,2020-11-21,m,5,6
West,2020-11-21,m,55,3337
West,2020-11-21,m,65,4804
West,2020-11-21,m,75,5023
West,2020-11-21,m,85,4338
West,2020-11-21,m,TOT,20102
West,2020-11-28,b,TOT,36312
West,2020-11-28,f,0,0
West,2020-11-28,f,1,1
West,2020-11-28,f,15,38
West,2020-11-28,f,25,142
West,2020-11-28,f,35,307
West,2020-11-28,f,45,688
West,2020-11-28,f,5,0
West,2020-11-28,f,55,1630
West,2020-11-28,f,65,2949
West,2020-11-28,f,75,3998
West,2020-11-28,f,85,5668
West,2020-11-28,f,TOT,15417
West,2020-11-28,m,0,1
West,2020-11-28,m,1,1
West,2020-11-28,m,15,57
West,2020-11-28,m,25,262
West,2020-11-28,m,35,664
West,2020-11-28,m,45,1694
West,2020-11-28,m,5,6
West,2020-11-28,m,55,3453
West,2020-11-28,m,65,4999
West,2020-11-28,m,75,5225
West,2020-11-28,m,85,4536
West,2020-11-28,m,TOT,20895
West,2020-12-05,b,TOT,37990
West,2020-12-05,f,0,0
West,2020-12-05,f,1,1
West,2020-12-05,f,15,40
West,2020-12-05,f,25,150
West,2020-12-05,f,35,322
West,2020-12-05,f,45,720
West,2020-12-05,f,5,1
West,2020-12-05,f,55,1701
West,2020-12-05,f,65,3063
West,2020-12-05,f,75,4207
West,2020-12-05,f,85,5935
West,2020-12-05,f,TOT,16137
West,2020-12-05,m,0,1
West,2020-12-05,m,1,1
West,2020-12-05,m,15,58
West,2020-12-05,m,25,269
West,2020-12-05,m,35,691
West,2020-12-05,m,45,1748
West,2020-12-05,m,5,6
West,2020-12-05,m,55,3595
West,2020-12-05,m,65,5223
West,2020-12-05,m,75,5490
West,2020-12-05,m,85,4774
West,2020-12-05,m,TOT,21853
West,2020-12-12,b,TOT,40347
West,2020-12-12,f,0,0
West,2020-12-12,f,1,1
West,2020-12-12,f,15,41
West,2020-12-12,f,25,159
West,2020-12-12,f,35,340
West,2020-12-12,f,45,759
West,2020-12-12,f,5,1
West,2020-12-12,f,55,1796
West,2020-12-12,f,65,3240
West,2020-12-12,f,75,4484
West,2020-12-12,f,85,6310
West,2020-12-12,f,TOT,17130
West,2020-12-12,m,0,1
West,2020-12-12,m,1,1
West,2020-12-12,m,15,61
West,2020-12-12,m,25,279
West,2020-12-12,m,35,727
West,2020-12-12,m,45,1826
West,2020-12-12,m,5,6
West,2020-12-12,m,55,3753
West,2020-12-12,m,65,5569
West,2020-12-12,m,75,5885
West,2020-12-12,m,85,5112
West,2020-12-12,m,TOT,23217
West,2020-12-19,b,TOT,43124
West,2020-12-19,f,0,0
West,2020-12-19,f,1,1
West,2020-12-19,f,15,44
West,2020-12-19,f,25,169
West,2020-12-19,f,35,362
West,2020-12-19,f,45,800
West,2020-12-19,f,5,1
West,2020-12-19,f,55,1905
West,2020-12-19,f,65,3457
West,2020-12-19,f,75,4810
West,2020-12-19,f,85,6796
West,2020-12-19,f,TOT,18343
West,2020-12-19,m,0,1
West,2020-12-19,m,1,1
West,2020-12-19,m,15,64
West,2020-12-19,m,25,292
West,2020-12-19,m,35,763
West,2020-12-19,m,45,1908
West,2020-12-19,m,5,8
West,2020-12-19,m,55,3964
West,2020-12-19,m,65,5941
West,2020-12-19,m,75,6336
West,2020-12-19,m,85,5507
West,2020-12-19,m,TOT,24781
West,2020-12-26,b,TOT,45211
West,2020-12-26,f,0,0
West,2020-12-26,f,1,1
West,2020-12-26,f,15,45
West,2020-12-26,f,25,174
West,2020-12-26,f,35,374
West,2020-12-26,f,45,836
West,2020-12-26,f,5,1
West,2020-12-26,f,55,1991
West,2020-12-26,f,65,3615
West,2020-12-26,f,75,5048
West,2020-12-26,f,85,7171
West,2020-12-26,f,TOT,19254
West,2020-12-26,m,0,1
West,2020-12-26,m,1,1
West,2020-12-26,m,15,68
West,2020-12-26,m,25,301
West,2020-12-26,m,35,784
West,2020-12-26,m,45,1983
West,2020-12-26,m,5,8
West,2020-12-26,m,55,4137
West,2020-12-26,m,65,6198
West,2020-12-26,m,75,6709
West,2020-12-26,m,85,5771
West,2020-12-26,m,TOT,25957
West,2021-01-02,b,TOT,48001
West,2021-01-02,f,0,0
West,2021-01-02,f,1,1
West,2021-01-02,f,15,49
West,2021-01-02,f,25,178
West,2021-01-02,f,35,395
West,2021-01-02,f,45,880
West,2021-01-02,f,5,2
West,2021-01-02,f,55,2116
West,2021-01-02,f,65,3832
West,2021-01-02,f,75,5394
West,2021-01-02,f,85,7591
West,2021-01-02,f,TOT,20435
West,2021-01-02,m,0,1
West,2021-01-02,m,1,1
West,2021-01-02,m,15,72
West,2021-01-02,m,25,308
West,2021-01-02,m,35,820
West,2021-01-02,m,45,2100
West,2021-01-02,m,5,8
West,2021-01-02,m,55,4374
West,2021-01-02,m,65,6567
West,2021-01-02,m,75,7168
West,2021-01-02,m,85,6150
West,2021-01-02,m,TOT,27566
West,2021-01-09,b,TOT,51599
West,2021-01-09,f,0,0
West,2021-01-09,f,1,1
West,2021-01-09,f,15,49
West,2021-01-09,f,25,184
West,2021-01-09,f,35,414
West,2021-01-09,f,45,935
West,2021-01-09,f,5,2
West,2021-01-09,f,55,2259
West,2021-01-09,f,65,4132
West,2021-01-09,f,75,5814
West,2021-01-09,f,85,8183
West,2021-01-09,f,TOT,21971
West,2021-01-09,m,0,1
West,2021-01-09,m,1,2
West,2021-01-09,m,15,81
West,2021-01-09,m,25,321
West,2021-01-09,m,35,865
West,2021-01-09,m,45,2217
West,2021-01-09,m,5,8
West,2021-01-09,m,55,4630
West,2021-01-09,m,65,7053
West,2021-01-09,m,75,7781
West,2021-01-09,m,85,6672
West,2021-01-09,m,TOT,29628
West,2021-01-16,b,TOT,56025
West,2021-01-16,f,0,0
West,2021-01-16,f,1,1
West,2021-01-16,f,15,52
West,2021-01-16,f,25,194
West,2021-01-16,f,35,439
West,2021-01-16,f,45,1002
West,2021-01-16,f,5,2
West,2021-01-16,f,55,2460
West,2021-01-16,f,65,4496
West,2021-01-16,f,75,6332
West,2021-01-16,f,85,8881
West,2021-01-16,f,TOT,23857
West,2021-01-16,m,0,3
West,2021-01-16,m,1,2
West,2021-01-16,m,15,85
West,2021-01-16,m,25,343
West,2021-01-16,m,35,924
West,2021-01-16,m,45,2391
West,2021-01-16,m,5,8
West,2021-01-16,m,55,5023
West,2021-01-16,m,65,7674
West,2021-01-16,m,75,8508
West,2021-01-16,m,85,7212
West,2021-01-16,m,TOT,32168
West,2021-01-23,b,TOT,59525
West,2021-01-23,f,0,1
West,2021-01-23,f,1,1
West,2021-01-23,f,15,56
West,2021-01-23,f,25,203
West,2021-01-23,f,35,464
West,2021-01-23,f,45,1056
West,2021-01-23,f,5,2
West,2021-01-23,f,55,2586
West,2021-01-23,f,65,4742
West,2021-01-23,f,75,6718
West,2021-01-23,f,85,9439
West,2021-01-23,f,TOT,25266
West,2021-01-23,m,0,3
West,2021-01-23,m,1,2
West,2021-01-23,m,15,87
West,2021-01-23,m,25,359
West,2021-01-23,m,35,960
West,2021-01-23,m,45,2526
West,2021-01-23,m,5,8
West,2021-01-23,m,55,5329
West,2021-01-23,m,65,8186
West,2021-01-23,m,75,9116
West,2021-01-23,m,85,7687
West,2021-01-23,m,TOT,34259
West,2021-01-30,b,TOT,76774
West,2021-01-30,f,0,1
West,2021-01-30,f,1,1
West,2021-01-30,f,15,64
West,2021-01-30,f,25,247
West,2021-01-30,f,35,596
West,2021-01-30,f,45,1357
West,2021-01-30,f,5,4
West,2021-01-30,f,55,3383
West,2021-01-30,f,65,6114
West,2021-01-30,f,75,8671
West,2021-01-30,f,85,12046
West,2021-01-30,f,TOT,32482
West,2021-01-30,m,0,4
West,2021-01-30,m,1,2
West,2021-01-30,m,15,102
West,2021-01-30,m,25,463
West,2021-01-30,m,35,1204
West,2021-01-30,m,45,3236
West,2021-01-30,m,5,10
West,2021-01-30,m,55,6915
West,2021-01-30,m,65,10603
West,2021-01-30,m,75,11831
West,2021-01-30,m,85,9925
West,2021-01-30,m,TOT,44292
West,2021-02-06,b,TOT,82157
West,2021-02-06,f,0,1
West,2021-02-06,f,1,1
West,2021-02-06,f,15,67
West,2021-02-06,f,25,265
West,2021-02-06,f,35,638
West,2021-02-06,f,45,1464
West,2021-02-06,f,5,4
West,2021-02-06,f,55,3675
West,2021-02-06,f,65,6594
West,2021-02-06,f,75,9274
West,2021-02-06,f,85,12740
West,2021-02-06,f,TOT,34721
West,2021-02-06,m,0,4
West,2021-02-06,m,1,3
West,2021-02-06,m,15,106
West,2021-02-06,m,25,493
West,2021-02-06,m,35,1290
West,2021-02-06,m,45,3471
West,2021-02-06,m,5,10
West,2021-02-06,m,55,7425
West,2021-02-06,m,65,11381
West,2021-02-06,m,75,12700
West,2021-02-06,m,85,10555
West,2021-02-06,m,TOT,47436
West,2021-02-13,b,TOT,86689
West,2021-02-13,f,0,1
West,2021-02-13,f,1,1
West,2021-02-13,f,15,67
West,2021-02-13,f,25,290
West,2021-02-13,f,35,685
West,2021-02-13,f,45,1565
West,2021-02-13,f,5,6
West,2021-02-13,f,55,3915
West,2021-02-13,f,65,6994
West,2021-02-13,f,75,9723
West,2021-02-13,f,85,13254
West,2021-02-13,f,TOT,36498
West,2021-02-13,m,0,4
West,2021-02-13,m,1,3
West,2021-02-13,m,15,110
West,2021-02-13,m,25,518
West,2021-02-13,m,35,1372
West,2021-02-13,m,45,3677
West,2021-02-13,m,5,10
West,2021-02-13,m,55,7955
West,2021-02-13,m,65,12051
West,2021-02-13,m,75,13431
West,2021-02-13,m,85,11062
West,2021-02-13,m,TOT,50191
West,2021-02-27,b,0,4
West,2021-02-27,b,1,4
West,2021-02-27,b,15,199
West,2021-02-27,b,25,898
West,2021-02-27,b,35,2279
West,2021-02-27,b,45,5854
West,2021-02-27,b,5,18
West,2021-02-27,b,55,13300
West,2021-02-27,b,65,21220
West,2021-02-27,b,75,25443
West,2021-02-27,b,85,26247
West,2021-02-27,b,TOT,95466
West,2021-02-27,f,0,1
West,2021-02-27,f,1,1
West,2021-02-27,f,15,73
West,2021-02-27,f,25,316
West,2021-02-27,f,35,749
West,2021-02-27,f,45,1744
West,2021-02-27,f,5,6
West,2021-02-27,f,55,4393
West,2021-02-27,f,65,7783
West,2021-02-27,f,75,10654
West,2021-02-27,f,85,14251
West,2021-02-27,f,TOT,39969
West,2021-02-27,m,0,5
West,2021-02-27,m,1,2
West,2021-02-27,m,15,123
West,2021-02-27,m,25,584
West,2021-02-27,m,35,1525
West,2021-02-27,m,45,4120
West,2021-02-27,m,5,12
West,2021-02-27,m,55,8907
West,2021-02-27,m,65,13437
West,2021-02-27,m,75,14789
West,2021-02-27,m,85,11996
West,2021-02-27,m,TOT,55497
West,2021-03-06,b,0,4
West,2021-03-06,b,1,4
West,2021-03-06,b,15,204
West,2021-03-06,b,25,929
West,2021-03-06,b,35,2361
West,2021-03-06,b,45,6094
West,2021-03-06,b,5,18
West,2021-03-06,b,55,13843
West,2021-03-06,b,65,22028
West,2021-03-06,b,75,26179
West,2021-03-06,b,85,26860
West,2021-03-06,b,TOT,98524
West,2021-03-06,f,0,1
West,2021-03-06,f,1,1
West,2021-03-06,f,15,76
West,2021-03-06,f,25,329
West,2021-03-06,f,35,770
West,2021-03-06,f,45,1817
West,2021-03-06,f,5,6
West,2021-03-06,f,55,4578
West,2021-03-06,f,65,8069
West,2021-03-06,f,75,10946
West,2021-03-06,f,85,14574
West,2021-03-06,f,TOT,41165
West,2021-03-06,m,0,5
West,2021-03-06,m,1,2
West,2021-03-06,m,15,125
West,2021-03-06,m,25,602
West,2021-03-06,m,35,1585
West,2021-03-06,m,45,4287
