Region,Date,Sex,Age,Deaths
Northeast,2021-01-02,f,25,150
Northeast,2021-01-02,f,35,319
Northeast,2021-01-02,f,45,1059
Northeast,2021-01-02,f,5,5
Northeast,2021-01-02,f,55,3172
Northeast,2021-01-02,f,65,6303
Northeast,2021-01-02,f,75,10191
Northeast,2021-01-02,f,85,18679
Northeast,2021-01-02,f,TOT,39905
Northeast,2021-01-02,m,0,4
Northeast,2021-01-02,m,1,2
Northeast,2021-01-02,m,15,71
Northeast,2021-01-02,m,25,327
Northeast,2021-01-02,m,35,939
Northeast,2021-01-02,m,45,2599
Northeast,2021-01-02,m,5,6
Northeast,2021-01-02,m,55,6443
Northeast,2021-01-02,m,65,10544
Northeast,2021-01-02,m,75,12365
Northeast,2021-01-02,m,85,11799
Northeast,2021-01-02,m,TOT,45098
Northeast,2021-01-09,b,TOT,88685
Northeast,2021-01-09,f,0,2
Northeast,2021-01-09,f,1,2
Northeast,2021-01-09,f,15,27
Northeast,2021-01-09,f,25,153
Northeast,2021-01-09,f,35,326
Northeast,2021-01-09,f,45,1088
Northeast,2021-01-09,f,5,6
Northeast,2021-01-09,f,55,3289
Northeast,2021-01-09,f,65,6578
Northeast,2021-01-09,f,75,10669
Northeast,2021-01-09,f,85,19519
Northeast,2021-01-09,f,TOT,41655
Northeast,2021-01-09,m,0,4
Northeast,2021-01-09,m,1,2
Northeast,2021-01-09,m,15,72
Northeast,2021-01-09,m,25,334
Northeast,2021-01-09,m,35,955
Northeast,2021-01-09,m,45,2657
Northeast,2021-01-09,m,5,6
Northeast,2021-01-09,m,55,6619
Northeast,2021-01-09,m,65,11005
Northeast,2021-01-09,m,75,12954
Northeast,2021-01-09,m,85,12421
Northeast,2021-01-09,m,TOT,47028
Northeast,2021-01-16,b,TOT,92008
Northeast,2021-01-16,f,0,2
Northeast,2021-01-16,f,1,2
Northeast,2021-01-16,f,15,28
Northeast,2021-01-16,f,25,157
Northeast,2021-01-16,f,35,336
Northeast,2021-01-16,f,45,1131
Northeast,2021-01-16,f,5,6
Northeast,2021-01-16,f,55,3404
Northeast,2021-01-16,f,65,6778
Northeast,2021-01-16,f,75,11102
Northeast,2021-01-16,f,85,20293
Northeast,2021-01-16,f,TOT,43235
Northeast,2021-01-16,m,0,6
Northeast,2021-01-16,m,1,3
Northeast,2021-01-16,m,15,72
Northeast,2021-01-16,m,25,338
Northeast,2021-01-16,m,35,976
Northeast,2021-01-16,m,45,2724
Northeast,2021-01-16,m,5,6
Northeast,2021-01-16,m,55,6818
Northeast,2021-01-16,m,65,11394
Northeast,2021-01-16,m,75,13449
Northeast,2021-01-16,m,85,12987
Northeast,2021-01-16,m,TOT,48771
Northeast,2021-01-23,b,TOT,94023
Northeast,2021-01-23,f,0,2
Northeast,2021-01-23,f,1,2
Northeast,2021-01-23,f,15,28
Northeast,2021-01-23,f,25,161
Northeast,2021-01-23,f,35,345
Northeast,2021-01-23,f,45,1148
Northeast,2021-01-23,f,5,6
Northeast,2021-01-23,f,55,3451
Northeast,2021-01-23,f,65,6942
Northeast,2021-01-23,f,75,11364
Northeast,2021-01-23,f,85,20758
Northeast,2021-01-23,f,TOT,44203
Northeast,2021-01-23,m,0,7
Northeast,2021-01-23,m,1,2
Northeast,2021-01-23,m,15,72
Northeast,2021-01-23,m,25,350
Northeast,2021-01-23,m,35,984
Northeast,2021-01-23,m,45,2757
Northeast,2021-01-23,m,5,6
Northeast,2021-01-23,m,55,6918
Northeast,2021-01-23,m,65,11623
Northeast,2021-01-23,m,75,13738
Northeast,2021-01-23,m,85,13363
Northeast,2021-01-23,m,TOT,49818
Northeast,2021-01-30,b,TOT,104243
Northeast,2021-01-30,f,0,2
Northeast,2021-01-30,f,1,2
Northeast,2021-01-30,f,15,31
Northeast,2021-01-30,f,25,166
Northeast,2021-01-30,f,35,369
Northeast,2021-01-30,f,45,1260
Northeast,2021-01-30,f,5,6
Northeast,2021-01-30,f,55,3760
Northeast,2021-01-30,f,65,7697
Northeast,2021-01-30,f,75,12636
Northeast,2021-01-30,f,85,23241
Northeast,2021-01-30,f,TOT,49166
Northeast,2021-01-30,m,0,6
Northeast,2021-01-30,m,1,3
Northeast,2021-01-30,m,15,75
Northeast,2021-01-30,m,25,370
Northeast,2021-01-30,m,35,1052
Northeast,2021-01-30,m,45,2945
Northeast,2021-01-30,m,5,7
Northeast,2021-01-30,m,55,7517
Northeast,2021-01-30,m,65,12761
Northeast,2021-01-30,m,75,15241
Northeast,2021-01-30,m,85,15099
Northeast,2021-01-30,m,TOT,55074
Northeast,2021-02-06,b,TOT,108473
Northeast,2021-02-06,f,0,2
Northeast,2021-02-06,f,1,2
Northeast,2021-02-06,f,15,33
Northeast,2021-02-06,f,25,170
Northeast,2021-02-06,f,35,385
Northeast,2021-02-06,f,45,1306
Northeast,2021-02-06,f,5,6
Northeast,2021-02-06,f,55,3900
Northeast,2021-02-06,f,65,8041
Northeast,2021-02-06,f,75,13138
Northeast,2021-02-06,f,85,24149
Northeast,2021-02-06,f,TOT,51128
Northeast,2021-02-06,m,0,6
Northeast,2021-02-06,m,1,3
Northeast,2021-02-06,m,15,79
Northeast,2021-02-06,m,25,378
Northeast,2021-02-06,m,35,1065
Northeast,2021-02-06,m,45,3028
Northeast,2021-02-06,m,5,7
Northeast,2021-02-06,m,55,7770
Northeast,2021-02-06,m,65,13293
Northeast,2021-02-06,m,75,15920
Northeast,2021-02-06,m,85,15792
Northeast,2021-02-06,m,TOT,57340
Northeast,2021-02-13,b,TOT,111181
Northeast,2021-02-13,f,0,2
Northeast,2021-02-13,f,1,2
Northeast,2021-02-13,f,15,33
Northeast,2021-02-13,f,25,173
Northeast,2021-02-13,f,35,405
Northeast,2021-02-13,f,45,1333
Northeast,2021-02-13,f,5,6
Northeast,2021-02-13,f,55,4005
Northeast,2021-02-13,f,65,8262
Northeast,2021-02-13,f,75,13481
Northeast,2021-02-13,f,85,24656
Northeast,2021-02-13,f,TOT,52354
Northeast,2021-02-13,m,0,6
Northeast,2021-02-13,m,1,3
Northeast,2021-02-13,m,15,79
Northeast,2021-02-13,m,25,387
Northeast,2021-02-13,m,35,1083
Northeast,2021-02-13,m,45,3075
Northeast,2021-02-13,m,5,8
Northeast,2021-02-13,m,55,7953
Northeast,2021-02-13,m,65,13661
Northeast,2021-02-13,m,75,16366
Northeast,2021-02-13,m,85,16203
Northeast,2021-02-13,m,TOT,58822
Northeast,2021-02-27,b,0,7
Northeast,2021-02-27,b,1,4
Northeast,2021-02-27,b,15,115
Northeast,2021-02-27,b,25,592
Northeast,2021-02-27,b,35,1548
Northeast,2021-02-27,b,45,4614
Northeast,2021-02-27,b,5,17
Northeast,2021-02-27,b,55,12599
Northeast,2021-02-27,b,65,23146
Northeast,2021-02-27,b,75,31501
Northeast,2021-02-27,b,85,42779
Northeast,2021-02-27,b,TOT,116917
Northeast,2021-02-27,f,0,2
Northeast,2021-02-27,f,1,2
Northeast,2021-02-27,f,15,36
Northeast,2021-02-27,f,25,182
Northeast,2021-02-27,f,35,426
Northeast,2021-02-27,f,45,1395
Northeast,2021-02-27,f,5,6
Northeast,2021-02-27,f,55,4227
Northeast,2021-02-27,f,65,8760
Northeast,2021-02-27,f,75,14235
Northeast,2021-02-27,f,85,25730
Northeast,2021-02-27,f,TOT,54998
Northeast,2021-02-27,m,0,5
Northeast,2021-02-27,m,1,3
Northeast,2021-02-27,m,15,79
Northeast,2021-02-27,m,25,408
Northeast,2021-02-27,m,35,1125
Northeast,2021-02-27,m,45,3219
Northeast,2021-02-27,m,5,8
Northeast,2021-02-27,m,55,8372
Northeast,2021-02-27,m,65,14386
Northeast,2021-02-27,m,75,17266
Northeast,2021-02-27,m,85,17049
Northeast,2021-02-27,m,TOT,61919
Northeast,2021-03-06,b,0,6
Northeast,2021-03-06,b,1,4
Northeast,2021-03-06,b,15,118
Northeast,2021-03-06,b,25,602
Northeast,2021-03-06,b,35,1575
Northeast,2021-03-06,b,45,4703
Northeast,2021-03-06,b,5,17
Northeast,2021-03-06,b,55,12875
Northeast,2021-03-06,b,65,23614
Northeast,2021-03-06,b,75,32110
Northeast,2021-03-06,b,85,43468
Northeast,2021-03-06,b,TOT,119088
Northeast,2021-03-06,f,0,2
Northeast,2021-03-06,f,1,2
Northeast,2021-03-06,f,15,37
Northeast,2021-03-06,f,25,186
Northeast,2021-03-06,f,35,437
Northeast,2021-03-06,f,45,1433
Northeast,2021-03-06,f,5,6
Northeast,2021-03-06,f,55,4339
Northeast,2021-03-06,f,65,8930
Northeast,2021-03-06,f,75,14499
Northeast,2021-03-06,f,85,26108
Northeast,2021-03-06,f,TOT,55976
Northeast,2021-03-06,m,0,5
Northeast,2021-03-06,m,1,3
Northeast,2021-03-06,m,15,81
Northeast,2021-03-06,m,25,414
Northeast,2021-03-06,m,35,1141
Northeast,2021-03-06,m,45,3271
Northeast,2021-03-06,m,5,8
Northeast,2021-03-06,m,55,8535
Northeast,2021-03-06,m,65,14684
Northeast,2021-03-06,m,75,17611
Northeast,2021-03-06,m,85,17360
Northeast,2021-03-06,m,TOT,63112
Northeast,2021-03-13,b,0,7
Northeast,2021-03-13,b,1,4
Northeast,2021-03-13,b,15,118
Northeast,2021-03-13,b,25,616
Northeast,2021-03-13,b,35,1603
Northeast,2021-03-13,b,45,4806
Northeast,2021-03-13,b,5,17
Northeast,2021-03-13,b,55,13133
Northeast,2021-03-13,b,65,24071
Northeast,2021-03-13,b,75,32598
Northeast,2021-03-13,b,85,44031
Northeast,2021-03-13,b,TOT,121000
Northeast,2021-03-13,f,0,3
Northeast,2021-03-13,f,1,2
Northeast,2021-03-13,f,15,37
Northeast,2021-03-13,f,25,192
Northeast,2021-03-13,f,35,447
Northeast,2021-03-13,f,45,1472
Northeast,2021-03-13,f,5,6
Northeast,2021-03-13,f,55,4429
Northeast,2021-03-13,f,65,9100
Northeast,2021-03-13,f,75,14707
Northeast,2021-03-13,f,85,26409
Northeast,2021-03-13,f,TOT,56801
Northeast,2021-03-13,m,0,5
Northeast,2021-03-13,m,1,3
Northeast,2021-03-13,m,15,81
Northeast,2021-03-13,m,25,422
Northeast,2021-03-13,m,35,1159
Northeast,2021-03-13,m,45,3335
Northeast,2021-03-13,m,5,8
Northeast,2021-03-13,m,55,8703
Northeast,2021-03-13,m,65,14971
Northeast,2021-03-13,m,75,17891
Northeast,2021-03-13,m,85,17622
Northeast,2021-03-13,m,TOT,64199
Northeast,2021-03-20,b,0,8
Northeast,2021-03-20,b,1,4
Northeast,2021-03-20,b,15,121
Northeast,2021-03-20,b,25,621
Northeast,2021-03-20,b,35,1627
Northeast,2021-03-20,b,45,4874
Northeast,2021-03-20,b,5,18
Northeast,2021-03-20,b,55,13329
Northeast,2021-03-20,b,65,24415
Northeast,2021-03-20,b,75,32984
Northeast,2021-03-20,b,85,44428
Northeast,2021-03-20,b,TOT,122426
Northeast,2021-03-20,f,0,3
Northeast,2021-03-20,f,1,2
Northeast,2021-03-20,f,15,38
Northeast,2021-03-20,f,25,193
Northeast,2021-03-20,f,35,454
Northeast,2021-03-20,f,45,1497
Northeast,2021-03-20,f,5,7
Northeast,2021-03-20,f,55,4491
Northeast,2021-03-20,f,65,9234
Northeast,2021-03-20,f,75,14878
Northeast,2021-03-20,f,85,26618
Northeast,2021-03-20,f,TOT,57412
Northeast,2021-03-20,m,0,7
Northeast,2021-03-20,m,1,3
Northeast,2021-03-20,m,15,84
Northeast,2021-03-20,m,25,426
Northeast,2021-03-20,m,35,1176
Northeast,2021-03-20,m,45,3378
Northeast,2021-03-20,m,5,8
Northeast,2021-03-20,m,55,8837
Northeast,2021-03-20,m,65,15181
Northeast,2021-03-20,m,75,18106
Northeast,2021-03-20,m,85,17810
Northeast,2021-03-20,m,TOT,65014
Northeast,2021-03-27,b,0,8
Northeast,2021-03-27,b,1,5
Northeast,2021-03-27,b,15,123
Northeast,2021-03-27,b,25,629
Northeast,2021-03-27,b,35,1653
Northeast,2021-03-27,b,45,4952
Northeast,2021-03-27,b,5,18
Northeast,2021-03-27,b,55,13538
Northeast,2021-03-27,b,65,24753
Northeast,2021-03-27,b,75,33355
Northeast,2021-03-27,b,85,44800
Northeast,2021-03-27,b,TOT,123830
Northeast,2021-03-27,f,0,4
Northeast,2021-03-27,f,1,2
Northeast,2021-03-27,f,15,38
Northeast,2021-03-27,f,25,196
Northeast,2021-03-27,f,35,467
Northeast,2021-03-27,f,45,1525
Northeast,2021-03-27,f,5,7
Northeast,2021-03-27,f,55,4566
Northeast,2021-03-27,f,65,9369
Northeast,2021-03-27,f,75,15036
Northeast,2021-03-27,f,85,26826
Northeast,2021-03-27,f,TOT,58032
Northeast,2021-03-27,m,0,7
Northeast,2021-03-27,m,1,4
Northeast,2021-03-27,m,15,85
Northeast,2021-03-27,m,25,431
Northeast,2021-03-27,m,35,1189
Northeast,2021-03-27,m,45,3426
Northeast,2021-03-27,m,5,8
Northeast,2021-03-27,m,55,8973
Northeast,2021-03-27,m,65,15384
Northeast,2021-03-27,m,75,18319
Northeast,2021-03-27,m,85,17974
Northeast,2021-03-27,m,TOT,65798
Northeast,2021-04-03,b,0,8
Northeast,2021-04-03,b,1,5
Northeast,2021-04-03,b,15,129
Northeast,2021-04-03,b,25,635
Northeast,2021-04-03,b,35,1683
Northeast,2021-04-03,b,45,5024
Northeast,2021-04-03,b,5,18
Northeast,2021-04-03,b,55,13711
Northeast,2021-04-03,b,65,25019
Northeast,2021-04-03,b,75,33665
Northeast,2021-04-03,b,85,45110
Northeast,2021-04-03,b,TOT,125003
Northeast,2021-04-03,f,0,4
Northeast,2021-04-03,f,1,2
Northeast,2021-04-03,f,15,39
Northeast,2021-04-03,f,25,199
Northeast,2021-04-03,f,35,479
Northeast,2021-04-03,f,45,1549
Northeast,2021-04-03,f,5,7
Northeast,2021-04-03,f,55,4636
Northeast,2021-04-03,f,65,9495
Northeast,2021-04-03,f,75,15176
Northeast,2021-04-03,f,85,27007
Northeast,2021-04-03,f,TOT,58589
Northeast,2021-04-03,m,0,7
Northeast,2021-04-03,m,1,4
Northeast,2021-04-03,m,15,89
Northeast,2021-04-03,m,25,435
Northeast,2021-04-03,m,35,1207
Northeast,2021-04-03,m,45,3474
Northeast,2021-04-03,m,5,9
Northeast,2021-04-03,m,55,9076
Northeast,2021-04-03,m,65,15524
Northeast,2021-04-03,m,75,18489
Northeast,2021-04-03,m,85,18103
Northeast,2021-04-03,m,TOT,66414
Northeast,2021-04-10,b,0,8
Northeast,2021-04-10,b,1,5
Northeast,2021-04-10,b,15,129
Northeast,2021-04-10,b,25,643
Northeast,2021-04-10,b,35,1709
Northeast,2021-04-10,b,45,5101
Northeast,2021-04-10,b,5,20
Northeast,2021-04-10,b,55,13889
Northeast,2021-04-10,b,65,25281
Northeast,2021-04-10,b,75,33916
Northeast,2021-04-10,b,85,45395
Northeast,2021-04-10,b,TOT,126092
Northeast,2021-04-10,f,0,4
Northeast,2021-04-10,f,1,2
Northeast,2021-04-10,f,15,39
Northeast,2021-04-10,f,25,201
Northeast,2021-04-10,f,35,493
Northeast,2021-04-10,f,45,1580
Northeast,2021-04-10,f,5,8
Northeast,2021-04-10,f,55,4701
Northeast,2021-04-10,f,65,9601
Northeast,2021-04-10,f,75,15283
Northeast,2021-04-10,f,85,27152
Northeast,2021-04-10,f,TOT,59060
Northeast,2021-04-10,m,0,7
Northeast,2021-04-10,m,1,4
Northeast,2021-04-10,m,15,89
Northeast,2021-04-10,m,25,441
Northeast,2021-04-10,m,35,1219
Northeast,2021-04-10,m,45,3520
Northeast,2021-04-10,m,5,10
Northeast,2021-04-10,m,55,9189
Northeast,2021-04-10,m,65,15680
Northeast,2021-04-10,m,75,18633
Northeast,2021-04-10,m,85,18243
Northeast,2021-04-10,m,TOT,67032
Northeast,2021-04-17,b,0,8
Northeast,2021-04-17,b,1,5
Northeast,2021-04-17,b,15,130
Northeast,2021-04-17,b,25,653
Northeast,2021-04-17,b,35,1732
Northeast,2021-04-17,b,45,5188
Northeast,2021-04-17,b,5,21
Northeast,2021-04-17,b,55,14103
Northeast,2021-04-17,b,65,25625
Northeast,2021-04-17,b,75,34272
Northeast,2021-04-17,b,85,45734
Northeast,2021-04-17,b,TOT,127467
Northeast,2021-04-17,f,0,4
Northeast,2021-04-17,f,1,2
Northeast,2021-04-17,f,15,41
Northeast,2021-04-17,f,25,204
Northeast,2021-04-17,f,35,500
Northeast,2021-04-17,f,45,1618
Northeast,2021-04-17,f,5,8
Northeast,2021-04-17,f,55,4787
Northeast,2021-04-17,f,65,9754
Northeast,2021-04-17,f,75,15461
Northeast,2021-04-17,f,85,27332
Northeast,2021-04-17,f,TOT,59707
Northeast,2021-04-17,m,0,8
Northeast,2021-04-17,m,1,4
Northeast,2021-04-17,m,15,90
Northeast,2021-04-17,m,25,446
Northeast,2021-04-17,m,35,1235
Northeast,2021-04-17,m,45,3569
Northeast,2021-04-17,m,5,10
Northeast,2021-04-17,m,55,9317
Northeast,2021-04-17,m,65,15871
Northeast,2021-04-17,m,75,18811
Northeast,2021-04-17,m,85,18402
Northeast,2021-04-17,m,TOT,67760
Northeast,2021-04-24,b,0,9
Northeast,2021-04-24,b,1,5
Northeast,2021-04-24,b,15,132
Northeast,2021-04-24,b,25,669
Northeast,2021-04-24,b,35,1775
Northeast,2021-04-24,b,45,5284
Northeast,2021-04-24,b,5,21
Northeast,2021-04-24,b,55,14324
Northeast,2021-04-24,b,65,25926
Northeast,2021-04-24,b,75,34576
Northeast,2021-04-24,b,85,46053
Northeast,2021-04-24,b,TOT,128770
Northeast,2021-04-24,f,0,4
Northeast,2021-04-24,f,1,2
Northeast,2021-04-24,f,15,43
Northeast,2021-04-24,f,25,208
Northeast,2021-04-24,f,35,517
Northeast,2021-04-24,f,45,1649
Northeast,2021-04-24,f,5,8
Northeast,2021-04-24,f,55,4872
Northeast,2021-04-24,f,65,9877
Northeast,2021-04-24,f,75,15606
Northeast,2021-04-24,f,85,27514
Northeast,2021-04-24,f,TOT,60296
Northeast,2021-04-24,m,0,8
Northeast,2021-04-24,m,1,4
Northeast,2021-04-24,m,15,91
Northeast,2021-04-24,m,25,458
Northeast,2021-04-24,m,35,1260
Northeast,2021-04-24,m,45,3635
Northeast,2021-04-24,m,5,10
Northeast,2021-04-24,m,55,9453
Northeast,2021-04-24,m,65,16049
Northeast,2021-04-24,m,75,18970
Northeast,2021-04-24,m,85,18539
Northeast,2021-04-24,m,TOT,68474
Northeast,2021-05-01,b,0,10
Northeast,2021-05-01,b,1,5
Northeast,2021-05-01,b,15,134
Northeast,2021-05-01,b,25,679
Northeast,2021-05-01,b,35,1790
Northeast,2021-05-01,b,45,5337
Northeast,2021-05-01,b,5,21
Northeast,2021-05-01,b,55,14459
Northeast,2021-05-01,b,65,26091
Northeast,2021-05-01,b,75,34753
Northeast,2021-05-01,b,85,46216
Northeast,2021-05-01,b,TOT,129491
Northeast,2021-05-01,f,0,4
Northeast,2021-05-01,f,1,2
Northeast,2021-05-01,f,15,45
Northeast,2021-05-01,f,25,211
Northeast,2021-05-01,f,35,522
Northeast,2021-05-01,f,45,1664
Northeast,2021-05-01,f,5,8
Northeast,2021-05-01,f,55,4921
Northeast,2021-05-01,f,65,9961
Northeast,2021-05-01,f,75,15690
Northeast,2021-05-01,f,85,27619
Northeast,2021-05-01,f,TOT,60642
Northeast,2021-05-01,m,0,8
Northeast,2021-05-01,m,1,4
Northeast,2021-05-01,m,15,92
Northeast,2021-05-01,m,25,464
Northeast,2021-05-01,m,35,1271
Northeast,2021-05-01,m,45,3674
Northeast,2021-05-01,m,5,10
Northeast,2021-05-01,m,55,9539
Northeast,2021-05-01,m,65,16130
Northeast,2021-05-01,m,75,19063
Northeast,2021-05-01,m,85,18597
Northeast,2021-05-01,m,TOT,68849
Northeast,2021-05-08,b,0,10
Northeast,2021-05-08,b,1,6
Northeast,2021-05-08,b,15,137
Northeast,2021-05-08,b,25,691
Northeast,2021-05-08,b,35,1823
Northeast,2021-05-08,b,45,5444
Northeast,2021-05-08,b,5,22
Northeast,2021-05-08,b,55,14711
Northeast,2021-05-08,b,65,26479
Northeast,2021-05-08,b,75,35076
Northeast,2021-05-08,b,85,46531
Northeast,2021-05-08,b,TOT,130926
Northeast,2021-05-08,f,0,4
Northeast,2021-05-08,f,1,3
Northeast,2021-05-08,f,15,48
Northeast,2021-05-08,f,25,216
Northeast,2021-05-08,f,35,533
Northeast,2021-05-08,f,45,1705
Northeast,2021-05-08,f,5,8
Northeast,2021-05-08,f,55,5015
Northeast,2021-05-08,f,65,10131
Northeast,2021-05-08,f,75,15838
Northeast,2021-05-08,f,85,27802
Northeast,2021-05-08,f,TOT,61297
Northeast,2021-05-08,m,0,8
Northeast,2021-05-08,m,1,4
Northeast,2021-05-08,m,15,93
Northeast,2021-05-08,m,25,471
Northeast,2021-05-08,m,35,1293
Northeast,2021-05-08,m,45,3740
Northeast,2021-05-08,m,5,11
Northeast,2021-05-08,m,55,9697
Northeast,2021-05-08,m,65,16348
Northeast,2021-05-08,m,75,19238
Northeast,2021-05-08,m,85,18729
Northeast,2021-05-08,m,TOT,69629
Northeast,2021-05-15,b,0,10
Northeast,2021-05-15,b,1,6
Northeast,2021-05-15,b,15,137
Northeast,2021-05-15,b,25,705
Northeast,2021-05-15,b,35,1841
Northeast,2021-05-15,b,45,5506
Northeast,2021-05-15,b,5,25
Northeast,2021-05-15,b,55,14874
Northeast,2021-05-15,b,65,26743
Northeast,2021-05-15,b,75,35317
Northeast,2021-05-15,b,85,46765
Northeast,2021-05-15,b,TOT,131927
Northeast,2021-05-15,f,0,4
Northeast,2021-05-15,f,1,3
Northeast,2021-05-15,f,15,50
Northeast,2021-05-15,f,25,223
Northeast,2021-05-15,f,35,540
Northeast,2021-05-15,f,45,1730
Northeast,2021-05-15,f,5,8
Northeast,2021-05-15,f,55,5090
Northeast,2021-05-15,f,65,10236
Northeast,2021-05-15,f,75,15946
Northeast,2021-05-15,f,85,27923
Northeast,2021-05-15,f,TOT,61748
Northeast,2021-05-15,m,0,8
Northeast,2021-05-15,m,1,4
Northeast,2021-05-15,m,15,93
Northeast,2021-05-15,m,25,479
Northeast,2021-05-15,m,35,1304
Northeast,2021-05-15,m,45,3776
Northeast,2021-05-15,m,5,12
Northeast,2021-05-15,m,55,9786
Northeast,2021-05-15,m,65,16507
Northeast,2021-05-15,m,75,19371
Northeast,2021-05-15,m,85,18842
Northeast,2021-05-15,m,TOT,70179
Northeast,2021-05-22,b,0,10
Northeast,2021-05-22,b,1,5
Northeast,2021-05-22,b,15,139
Northeast,2021-05-22,b,25,710
Northeast,2021-05-22,b,35,1861
Northeast,2021-05-22,b,45,5569
Northeast,2021-05-22,b,5,26
Northeast,2021-05-22,b,55,15025
Northeast,2021-05-22,b,65,26912
Northeast,2021-05-22,b,75,35473
Northeast,2021-05-22,b,85,46911
Northeast,2021-05-22,b,TOT,132640
Northeast,2021-05-22,f,0,4
Northeast,2021-05-22,f,1,3
Northeast,2021-05-22,f,15,50
Northeast,2021-05-22,f,25,225
Northeast,2021-05-22,f,35,552
Northeast,2021-05-22,f,45,1757
Northeast,2021-05-22,f,5,8
Northeast,2021-05-22,f,55,5153
Northeast,2021-05-22,f,65,10310
Northeast,2021-05-22,f,75,16024
Northeast,2021-05-22,f,85,28001
Northeast,2021-05-22,f,TOT,62082
Northeast,2021-05-22,m,0,8
Northeast,2021-05-22,m,1,4
Northeast,2021-05-22,m,15,95
Northeast,2021-05-22,m,25,482
Northeast,2021-05-22,m,35,1312
Northeast,2021-05-22,m,45,3812
Northeast,2021-05-22,m,5,13
Northeast,2021-05-22,m,55,9874
Northeast,2021-05-22,m,65,16602
Northeast,2021-05-22,m,75,19449
Northeast,2021-05-22,m,85,18910
Northeast,2021-05-22,m,TOT,70558
Northeast,2021-05-29,b,0,10
Northeast,2021-05-29,b,1,5
Northeast,2021-05-29,b,15,142
Northeast,2021-05-29,b,25,724
Northeast,2021-05-29,b,35,1871
Northeast,2021-05-29,b,45,5602
Northeast,2021-05-29,b,5,26
Northeast,2021-05-29,b,55,15126
Northeast,2021-05-29,b,65,27051
Northeast,2021-05-29,b,75,35607
Northeast,2021-05-29,b,85,47060
Northeast,2021-05-29,b,TOT,133223
Northeast,2021-05-29,f,0,4
Northeast,2021-05-29,f,1,3
Northeast,2021-05-29,f,15,50
Northeast,2021-05-29,f,25,231
Northeast,2021-05-29,f,35,556
Northeast,2021-05-29,f,45,1760
Northeast,2021-05-29,f,5,8
Northeast,2021-05-29,f,55,5188
Northeast,2021-05-29,f,65,10378
Northeast,2021-05-29,f,75,16081
Northeast,2021-05-29,f,85,28087
Northeast,2021-05-29,f,TOT,62342
Northeast,2021-05-29,m,0,8
Northeast,2021-05-29,m,1,4
Northeast,2021-05-29,m,15,98
Northeast,2021-05-29,m,25,491
Northeast,2021-05-29,m,35,1317
Northeast,2021-05-29,m,45,3841
Northeast,2021-05-29,m,5,13
Northeast,2021-05-29,m,55,9940
Northeast,2021-05-29,m,65,16673
Northeast,2021-05-29,m,75,19526
Northeast,2021-05-29,m,85,18973
Northeast,2021-05-29,m,TOT,70881
Northeast,2021-06-05,b,0,10
Northeast,2021-06-05,b,1,5
Northeast,2021-06-05,b,15,144
Northeast,2021-06-05,b,25,731
Northeast,2021-06-05,b,35,1891
Northeast,2021-06-05,b,45,5651
Northeast,2021-06-05,b,5,26
Northeast,2021-06-05,b,55,15257
Northeast,2021-06-05,b,65,27194
Northeast,2021-06-05,b,75,35749
Northeast,2021-06-05,b,85,47179
Northeast,2021-06-05,b,TOT,133836
Northeast,2021-06-05,f,0,4
Northeast,2021-06-05,f,1,3
Northeast,2021-06-05,f,15,50
Northeast,2021-06-05,f,25,234
Northeast,2021-06-05,f,35,562
Northeast,2021-06-05,f,45,1777
Northeast,2021-06-05,f,5,8
Northeast,2021-06-05,f,55,5246
Northeast,2021-06-05,f,65,10433
Northeast,2021-06-05,f,75,16150
Northeast,2021-06-05,f,85,28151
Northeast,2021-06-05,f,TOT,62614
Northeast,2021-06-05,m,0,8
Northeast,2021-06-05,m,1,4
Northeast,2021-06-05,m,15,100
Northeast,2021-06-05,m,25,496
Northeast,2021-06-05,m,35,1330
Northeast,2021-06-05,m,45,3873
Northeast,2021-06-05,m,5,13
Northeast,2021-06-05,m,55,10013
Northeast,2021-06-05,m,65,16761
Northeast,2021-06-05,m,75,19599
Northeast,2021-06-05,m,85,19028
Northeast,2021-06-05,m,TOT,71222
Northeast,2021-06-12,b,0,10
Northeast,2021-06-12,b,1,5
Northeast,2021-06-12,b,15,152
Northeast,2021-06-12,b,25,738
Northeast,2021-06-12,b,35,1901
Northeast,2021-06-12,b,45,5695
Northeast,2021-06-12,b,5,26
Northeast,2021-06-12,b,55,15349
Northeast,2021-06-12,b,65,27296
Northeast,2021-06-12,b,75,35853
Northeast,2021-06-12,b,85,47269
Northeast,2021-06-12,b,TOT,134292
Northeast,2021-06-12,f,0,4
Northeast,2021-06-12,f,1,3
Northeast,2021-06-12,f,15,52
Northeast,2021-06-12,f,25,235
Northeast,2021-06-12,f,35,569
Northeast,2021-06-12,f,45,1797
Northeast,2021-06-12,f,5,8
Northeast,2021-06-12,f,55,5292
Northeast,2021-06-12,f,65,10473
Northeast,2021-06-12,f,75,16202
Northeast,2021-06-12,f,85,28204
Northeast,2021-06-12,f,TOT,62834
Northeast,2021-06-12,m,0,8
Northeast,2021-06-12,m,1,4
Northeast,2021-06-12,m,15,105
Northeast,2021-06-12,m,25,501
Northeast,2021-06-12,m,35,1334
Northeast,2021-06-12,m,45,3898
Northeast,2021-06-12,m,5,13
Northeast,2021-06-12,m,55,10059
Northeast,2021-06-12,m,65,16823
Northeast,2021-06-12,m,75,19651
Northeast,2021-06-12,m,85,19065
