Region,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Northeast,m,75,2020-03-15,1042.5960562490275,1105.8026082877245,1120.778860015818,97336.83979483928
Northeast,m,75,2020-04-15,8321.37381594141,8369.989107660838,8404.97333196178,194836.1409579516
Northeast,m,75,2020-05-15,10305.408866549124,10354.179215531154,10403.664380895378,292497.37205313356
Northeast,m,75,2020-06-15,10305.408866549124,10502.084063509195,10566.802003257164,390320.4608148372
Northeast,m,75,2020-07-15,10393.506229095248,10651.101550389492,10762.629626514614,488305.79414817004
Northeast,m,75,2020-08-15,10518.499273770854,10801.520696212438,10941.71075135273,586454.5930315322
Northeast,m,75,2020-09-15,10518.499273770854,10832.634130650747,10994.202886062505,684770.4121271647
Northeast,m,75,2020-10-15,10640.075708401713,10989.095762317478,11171.382849832673,783259.5146837857
Northeast,m,75,2020-11-15,11442.723390267389,11839.527835869727,12021.814923384922,881930.8725365917
Northeast,m,75,2020-12-15,14059.395228667941,14483.219386718085,14666.814130284636,980796.1661072563
Northeast,m,75,2021-01-15,16493.233525909676,16919.00389236433,17102.59863593088,1079869.7844039311
Northeast,m,75,2021-02-15,16983.738540959508,17440.39467482293,17681.711312198076,1179168.8250212453
Northeast,m,75,2021-03-15,17369.348140073067,17810.175844162874,18093.59049765954,1278713.0941403056
Northeast,m,75,2021-04-15,17369.348140073067,17928.354524556227,18274.059748682383,1378525.106528697
Northeast,m,85,2020-03-15,782.875295217123,749.2130679957722,835.6504895609356,39630.22078678824
Northeast,m,85,2020-04-15,7751.147080454432,7743.150405399685,7829.587826964848,79302.70751796408
Northeast,m,85,2020-05-15,9499.03301170308,9470.854816935962,9577.473758213497,119017.70412999173
Northeast,m,85,2020-06-15,9499.03301170308,9110.158644883135,9625.902568908905,158775.2021651333
Northeast,m,85,2020-07-15,9499.03301170308,8934.806371910481,9673.25066741778,198574.94077144875
Northeast,m,85,2020-08-15,9499.03301170308,8577.782609304817,9732.838362605218,238416.46144755266
Northeast,m,85,2020-09-15,9521.647750527034,8419.963255817624,9860.232908507345,278299.3270216407
Northeast,m,85,2020-10-15,9547.017465637447,8355.912889245612,9989.324904367577,318223.17639624665
Northeast,m,85,2020-11-15,10027.16901911532,8950.783705497364,10590.680339208644,358187.72454824194
Northeast,m,85,2020-12-15,12677.4544159974,11613.777804086083,13253.674437797363,398192.762528836
Northeast,m,85,2021-01-15,15055.514444208487,13992.252230005059,15638.993955731205,438238.15746357624
Northeast,m,85,2021-02-15,15055.514444208487,13931.023827686133,15747.606600682331,478323.8525523477
Northeast,m,85,2021-03-15,15055.514444208487,13643.745673965146,15786.373159651215,518449.8670693736
Northeast,m,85,2021-04-15,15055.514444208487,13079.340799494186,15786.373159651215,558616.2963632148
Northeast,t,0,2020-03-15,204.5922514285876,332.83297459715413,335.4430988148214,2406104.785493955
Northeast,t,0,2020-04-15,884.2733449666385,1071.1888856389592,1081.0102944802952,4811809.532280789
Northeast,t,0,2020-05-15,1309.6697707020262,1492.5923719659738,1513.9165891043547,7217101.1102750935
Northeast,t,0,2020-06-15,1604.7876105578434,1805.3800492174212,1841.6771583898785,9621967.551853206
Northeast,t,0,2020-07-15,2034.323254734892,2250.388211710979,2286.6853208834364,12026398.051853206
Northeast,t,0,2020-08-15,2332.5083853561373,2615.133217904839,2651.430327077296,14430382.99157116
Northeast,t,0,2020-09-15,2629.2804230416054,2918.4066624775846,2978.892319407202,16833914.034746043
Northeast,t,0,2020-10-15,2897.953347221978,3167.520350929827,3259.301456067335,19236984.151555974
Northeast,t,0,2020-11-15,3096.923557831202,3440.074818830233,3537.700034007011,21639587.61861822
Northeast,t,0,2020-12-15,3475.279839986706,3843.394700317399,3942.38340230898,24041720.0189892
