Country,Region,Date,Sex,Age,AgeInt,Metric,Measure,Value
USA,Connecticut,2020-11-07,m,15,10,Count,Deaths,1
USA,Connecticut,2020-11-07,m,25,10,Count,Deaths,11
USA,Connecticut,2020-11-07,m,35,10,Count,Deaths,19
USA,Connecticut,2020-11-07,m,45,10,Count,Deaths,79
USA,Connecticut,2020-11-07,m,55,10,Count,Deaths,248
USA,Connecticut,2020-11-07,m,65,10,Count,Deaths,470
USA,Connecticut,2020-11-07,m,75,10,Count,Deaths,591
USA,Connecticut,2020-11-07,m,85,20,Count,Deaths,755
USA,Connecticut,2020-11-07,m,TOT,NA,Count,Deaths,2174
USA,Delaware,2020-11-07,b,TOT,NA,Count,Deaths,615
USA,Delaware,2020-11-07,f,0,1,Count,Deaths,0
USA,Delaware,2020-11-07,f,1,4,Count,Deaths,0
USA,Delaware,2020-11-07,f,5,10,Count,Deaths,0
USA,Delaware,2020-11-07,f,15,10,Count,Deaths,1
USA,Delaware,2020-11-07,f,25,10,Count,Deaths,2
USA,Delaware,2020-11-07,f,35,10,Count,Deaths,5
USA,Delaware,2020-11-07,f,45,10,Count,Deaths,16
USA,Delaware,2020-11-07,f,55,10,Count,Deaths,26
USA,Delaware,2020-11-07,f,65,10,Count,Deaths,48
USA,Delaware,2020-11-07,f,75,10,Count,Deaths,86
USA,Delaware,2020-11-07,f,85,20,Count,Deaths,143
USA,Delaware,2020-11-07,f,TOT,NA,Count,Deaths,327
USA,Delaware,2020-11-07,m,0,1,Count,Deaths,0
USA,Delaware,2020-11-07,m,1,4,Count,Deaths,0
USA,Delaware,2020-11-07,m,5,10,Count,Deaths,0
USA,Delaware,2020-11-07,m,15,10,Count,Deaths,1
USA,Delaware,2020-11-07,m,25,10,Count,Deaths,2
USA,Delaware,2020-11-07,m,35,10,Count,Deaths,5
USA,Delaware,2020-11-07,m,45,10,Count,Deaths,12
USA,Delaware,2020-11-07,m,55,10,Count,Deaths,36
USA,Delaware,2020-11-07,m,65,10,Count,Deaths,81
USA,Delaware,2020-11-07,m,75,10,Count,Deaths,84
USA,Delaware,2020-11-07,m,85,20,Count,Deaths,67
USA,Delaware,2020-11-07,m,TOT,NA,Count,Deaths,288
USA,District of Columbia,2020-11-07,b,TOT,NA,Count,Deaths,800
USA,District of Columbia,2020-11-07,f,0,1,Count,Deaths,0
USA,District of Columbia,2020-11-07,f,1,4,Count,Deaths,0
USA,District of Columbia,2020-11-07,f,5,10,Count,Deaths,0
USA,District of Columbia,2020-11-07,f,15,10,Count,Deaths,1
USA,District of Columbia,2020-11-07,f,25,10,Count,Deaths,2
USA,District of Columbia,2020-11-07,f,35,10,Count,Deaths,6
USA,District of Columbia,2020-11-07,f,45,10,Count,Deaths,22
USA,District of Columbia,2020-11-07,f,55,10,Count,Deaths,57
USA,District of Columbia,2020-11-07,f,65,10,Count,Deaths,80
USA,District of Columbia,2020-11-07,f,75,10,Count,Deaths,71
USA,District of Columbia,2020-11-07,f,85,20,Count,Deaths,97
USA,District of Columbia,2020-11-07,f,TOT,NA,Count,Deaths,336
USA,District of Columbia,2020-11-07,m,0,1,Count,Deaths,1
USA,District of Columbia,2020-11-07,m,1,4,Count,Deaths,0
USA,District of Columbia,2020-11-07,m,5,10,Count,Deaths,0
USA,District of Columbia,2020-11-07,m,15,10,Count,Deaths,0
USA,District of Columbia,2020-11-07,m,25,10,Count,Deaths,7
USA,District of Columbia,2020-11-07,m,35,10,Count,Deaths,22
USA,District of Columbia,2020-11-07,m,45,10,Count,Deaths,49
USA,District of Columbia,2020-11-07,m,55,10,Count,Deaths,89
USA,District of Columbia,2020-11-07,m,65,10,Count,Deaths,138
USA,District of Columbia,2020-11-07,m,75,10,Count,Deaths,95
USA,District of Columbia,2020-11-07,m,85,20,Count,Deaths,64
USA,District of Columbia,2020-11-07,m,TOT,NA,Count,Deaths,464
USA,Florida,2020-11-07,b,TOT,NA,Count,Deaths,16667
USA,Florida,2020-11-07,f,0,1,Count,Deaths,0
USA,Florida,2020-11-07,f,1,4,Count,Deaths,0
USA,Florida,2020-11-07,f,5,10,Count,Deaths,4
USA,Florida,2020-11-07,f,15,10,Count,Deaths,13
USA,Florida,2020-11-07,f,25,10,Count,Deaths,37
USA,Florida,2020-11-07,f,35,10,Count,Deaths,104
USA,Florida,2020-11-07,f,45,10,Count,Deaths,232
USA,Florida,2020-11-07,f,55,10,Count,Deaths,659
USA,Florida,2020-11-07,f,65,10,Count,Deaths,1396
USA,Florida,2020-11-07,f,75,10,Count,Deaths,2070
USA,Florida,2020-11-07,f,85,20,Count,Deaths,2842
USA,Florida,2020-11-07,f,TOT,NA,Count,Deaths,7357
USA,Florida,2020-11-07,m,0,1,Count,Deaths,0
USA,Florida,2020-11-07,m,1,4,Count,Deaths,0
USA,Florida,2020-11-07,m,5,10,Count,Deaths,1
USA,Florida,2020-11-07,m,15,10,Count,Deaths,20
USA,Florida,2020-11-07,m,25,10,Count,Deaths,63
USA,Florida,2020-11-07,m,35,10,Count,Deaths,192
USA,Florida,2020-11-07,m,45,10,Count,Deaths,481
USA,Florida,2020-11-07,m,55,10,Count,Deaths,1253
USA,Florida,2020-11-07,m,65,10,Count,Deaths,2219
USA,Florida,2020-11-07,m,75,10,Count,Deaths,2772
USA,Florida,2020-11-07,m,85,20,Count,Deaths,2309
USA,Florida,2020-11-07,m,TOT,NA,Count,Deaths,9310
USA,Georgia,2020-11-07,b,TOT,NA,Count,Deaths,7116
USA,Georgia,2020-11-07,f,0,1,Count,Deaths,0
USA,Georgia,2020-11-07,f,1,4,Count,Deaths,0
USA,Georgia,2020-11-07,f,5,10,Count,Deaths,1
USA,Georgia,2020-11-07,f,15,10,Count,Deaths,7
USA,Georgia,2020-11-07,f,25,10,Count,Deaths,35
USA,Georgia,2020-11-07,f,35,10,Count,Deaths,73
USA,Georgia,2020-11-07,f,45,10,Count,Deaths,166
USA,Georgia,2020-11-07,f,55,10,Count,Deaths,436
USA,Georgia,2020-11-07,f,65,10,Count,Deaths,742
USA,Georgia,2020-11-07,f,75,10,Count,Deaths,890
USA,Georgia,2020-11-07,f,85,20,Count,Deaths,1006
USA,Georgia,2020-11-07,f,TOT,NA,Count,Deaths,3356
USA,Georgia,2020-11-07,m,0,1,Count,Deaths,2
USA,Georgia,2020-11-07,m,1,4,Count,Deaths,1
USA,Georgia,2020-11-07,m,5,10,Count,Deaths,2
USA,Georgia,2020-11-07,m,15,10,Count,Deaths,11
USA,Georgia,2020-11-07,m,25,10,Count,Deaths,38
USA,Georgia,2020-11-07,m,35,10,Count,Deaths,89
USA,Georgia,2020-11-07,m,45,10,Count,Deaths,264
USA,Georgia,2020-11-07,m,55,10,Count,Deaths,612
USA,Georgia,2020-11-07,m,65,10,Count,Deaths,1056
USA,Georgia,2020-11-07,m,75,10,Count,Deaths,1043
USA,Georgia,2020-11-07,m,85,20,Count,Deaths,642
USA,Georgia,2020-11-07,m,TOT,NA,Count,Deaths,3760
USA,Hawaii,2020-11-07,b,TOT,NA,Count,Deaths,281
USA,Hawaii,2020-11-07,f,0,1,Count,Deaths,0
USA,Hawaii,2020-11-07,f,1,4,Count,Deaths,0
USA,Hawaii,2020-11-07,f,5,10,Count,Deaths,0
USA,Hawaii,2020-11-07,f,15,10,Count,Deaths,0
USA,Hawaii,2020-11-07,f,25,10,Count,Deaths,1
USA,Hawaii,2020-11-07,f,35,10,Count,Deaths,2
USA,Hawaii,2020-11-07,f,45,10,Count,Deaths,5
USA,Hawaii,2020-11-07,f,55,10,Count,Deaths,16
USA,Hawaii,2020-11-07,f,65,10,Count,Deaths,18
USA,Hawaii,2020-11-07,f,75,10,Count,Deaths,20
USA,Hawaii,2020-11-07,f,85,20,Count,Deaths,48
USA,Hawaii,2020-11-07,f,TOT,NA,Count,Deaths,109
USA,Hawaii,2020-11-07,m,0,1,Count,Deaths,0
USA,Hawaii,2020-11-07,m,1,4,Count,Deaths,0
USA,Hawaii,2020-11-07,m,5,10,Count,Deaths,0
USA,Hawaii,2020-11-07,m,15,10,Count,Deaths,0
USA,Hawaii,2020-11-07,m,25,10,Count,Deaths,1
USA,Hawaii,2020-11-07,m,35,10,Count,Deaths,2
USA,Hawaii,2020-11-07,m,45,10,Count,Deaths,15
USA,Hawaii,2020-11-07,m,55,10,Count,Deaths,28
USA,Hawaii,2020-11-07,m,65,10,Count,Deaths,44
USA,Hawaii,2020-11-07,m,75,10,Count,Deaths,40
USA,Hawaii,2020-11-07,m,85,20,Count,Deaths,42
USA,Hawaii,2020-11-07,m,TOT,NA,Count,Deaths,172
USA,Idaho,2020-11-07,b,TOT,NA,Count,Deaths,697
USA,Idaho,2020-11-07,f,0,1,Count,Deaths,0
USA,Idaho,2020-11-07,f,1,4,Count,Deaths,0
USA,Idaho,2020-11-07,f,5,10,Count,Deaths,0
USA,Idaho,2020-11-07,f,15,10,Count,Deaths,0
USA,Idaho,2020-11-07,f,25,10,Count,Deaths,0
USA,Idaho,2020-11-07,f,35,10,Count,Deaths,3
USA,Idaho,2020-11-07,f,45,10,Count,Deaths,9
USA,Idaho,2020-11-07,f,55,10,Count,Deaths,22
USA,Idaho,2020-11-07,f,65,10,Count,Deaths,59
USA,Idaho,2020-11-07,f,75,10,Count,Deaths,77
USA,Idaho,2020-11-07,f,85,20,Count,Deaths,133
USA,Idaho,2020-11-07,f,TOT,NA,Count,Deaths,303
USA,Idaho,2020-11-07,m,0,1,Count,Deaths,0
USA,Idaho,2020-11-07,m,1,4,Count,Deaths,0
USA,Idaho,2020-11-07,m,5,10,Count,Deaths,0
USA,Idaho,2020-11-07,m,15,10,Count,Deaths,0
USA,Idaho,2020-11-07,m,25,10,Count,Deaths,2
USA,Idaho,2020-11-07,m,35,10,Count,Deaths,7
USA,Idaho,2020-11-07,m,45,10,Count,Deaths,10
USA,Idaho,2020-11-07,m,55,10,Count,Deaths,37
USA,Idaho,2020-11-07,m,65,10,Count,Deaths,87
USA,Idaho,2020-11-07,m,75,10,Count,Deaths,132
USA,Idaho,2020-11-07,m,85,20,Count,Deaths,119
USA,Idaho,2020-11-07,m,TOT,NA,Count,Deaths,394
USA,Illinois,2020-11-07,b,TOT,NA,Count,Deaths,9052
USA,Illinois,2020-11-07,f,0,1,Count,Deaths,1
USA,Illinois,2020-11-07,f,1,4,Count,Deaths,0
USA,Illinois,2020-11-07,f,5,10,Count,Deaths,0
USA,Illinois,2020-11-07,f,15,10,Count,Deaths,9
USA,Illinois,2020-11-07,f,25,10,Count,Deaths,26
USA,Illinois,2020-11-07,f,35,10,Count,Deaths,59
USA,Illinois,2020-11-07,f,45,10,Count,Deaths,141
USA,Illinois,2020-11-07,f,55,10,Count,Deaths,382
USA,Illinois,2020-11-07,f,65,10,Count,Deaths,690
USA,Illinois,2020-11-07,f,75,10,Count,Deaths,1020
USA,Illinois,2020-11-07,f,85,20,Count,Deaths,1811
USA,Illinois,2020-11-07,f,TOT,NA,Count,Deaths,4138
USA,Illinois,2020-11-07,m,0,1,Count,Deaths,1
USA,Illinois,2020-11-07,m,1,4,Count,Deaths,0
USA,Illinois,2020-11-07,m,5,10,Count,Deaths,1
USA,Illinois,2020-11-07,m,15,10,Count,Deaths,11
USA,Illinois,2020-11-07,m,25,10,Count,Deaths,48
USA,Illinois,2020-11-07,m,35,10,Count,Deaths,140
USA,Illinois,2020-11-07,m,45,10,Count,Deaths,351
USA,Illinois,2020-11-07,m,55,10,Count,Deaths,716
USA,Illinois,2020-11-07,m,65,10,Count,Deaths,1219
USA,Illinois,2020-11-07,m,75,10,Count,Deaths,1300
USA,Illinois,2020-11-07,m,85,20,Count,Deaths,1127
USA,Illinois,2020-11-07,m,TOT,NA,Count,Deaths,4914
USA,Indiana,2020-11-07,b,TOT,NA,Count,Deaths,4538
USA,Indiana,2020-11-07,f,0,1,Count,Deaths,0
USA,Indiana,2020-11-07,f,1,4,Count,Deaths,0
USA,Indiana,2020-11-07,f,5,10,Count,Deaths,0
USA,Indiana,2020-11-07,f,15,10,Count,Deaths,1
USA,Indiana,2020-11-07,f,25,10,Count,Deaths,6
USA,Indiana,2020-11-07,f,35,10,Count,Deaths,21
USA,Indiana,2020-11-07,f,45,10,Count,Deaths,55
USA,Indiana,2020-11-07,f,55,10,Count,Deaths,153
USA,Indiana,2020-11-07,f,65,10,Count,Deaths,370
USA,Indiana,2020-11-07,f,75,10,Count,Deaths,636
USA,Indiana,2020-11-07,f,85,20,Count,Deaths,1003
USA,Indiana,2020-11-07,f,TOT,NA,Count,Deaths,2245
USA,Indiana,2020-11-07,m,0,1,Count,Deaths,0
USA,Indiana,2020-11-07,m,1,4,Count,Deaths,1
USA,Indiana,2020-11-07,m,5,10,Count,Deaths,0
USA,Indiana,2020-11-07,m,15,10,Count,Deaths,3
USA,Indiana,2020-11-07,m,25,10,Count,Deaths,12
USA,Indiana,2020-11-07,m,35,10,Count,Deaths,25
USA,Indiana,2020-11-07,m,45,10,Count,Deaths,82
USA,Indiana,2020-11-07,m,55,10,Count,Deaths,261
USA,Indiana,2020-11-07,m,65,10,Count,Deaths,577
USA,Indiana,2020-11-07,m,75,10,Count,Deaths,684
USA,Indiana,2020-11-07,m,85,20,Count,Deaths,649
USA,Indiana,2020-11-07,m,TOT,NA,Count,Deaths,2293
USA,Iowa,2020-11-07,b,TOT,NA,Count,Deaths,1890
USA,Iowa,2020-11-07,f,0,1,Count,Deaths,1
USA,Iowa,2020-11-07,f,1,4,Count,Deaths,1
USA,Iowa,2020-11-07,f,5,10,Count,Deaths,0
USA,Iowa,2020-11-07,f,15,10,Count,Deaths,1
USA,Iowa,2020-11-07,f,25,10,Count,Deaths,4
USA,Iowa,2020-11-07,f,35,10,Count,Deaths,10
USA,Iowa,2020-11-07,f,45,10,Count,Deaths,18
USA,Iowa,2020-11-07,f,55,10,Count,Deaths,79
USA,Iowa,2020-11-07,f,65,10,Count,Deaths,139
USA,Iowa,2020-11-07,f,75,10,Count,Deaths,226
USA,Iowa,2020-11-07,f,85,20,Count,Deaths,431
USA,Iowa,2020-11-07,f,TOT,NA,Count,Deaths,908
USA,Iowa,2020-11-07,m,0,1,Count,Deaths,0
USA,Iowa,2020-11-07,m,1,4,Count,Deaths,0
USA,Iowa,2020-11-07,m,5,10,Count,Deaths,0
USA,Iowa,2020-11-07,m,15,10,Count,Deaths,0
USA,Iowa,2020-11-07,m,25,10,Count,Deaths,6
USA,Iowa,2020-11-07,m,35,10,Count,Deaths,20
USA,Iowa,2020-11-07,m,45,10,Count,Deaths,46
USA,Iowa,2020-11-07,m,55,10,Count,Deaths,122
USA,Iowa,2020-11-07,m,65,10,Count,Deaths,204
USA,Iowa,2020-11-07,m,75,10,Count,Deaths,256
USA,Iowa,2020-11-07,m,85,20,Count,Deaths,328
USA,Iowa,2020-11-07,m,TOT,NA,Count,Deaths,982
USA,Kansas,2020-11-07,b,TOT,NA,Count,Deaths,1195
USA,Kansas,2020-11-07,f,0,1,Count,Deaths,0
USA,Kansas,2020-11-07,f,1,4,Count,Deaths,0
USA,Kansas,2020-11-07,f,5,10,Count,Deaths,0
USA,Kansas,2020-11-07,f,15,10,Count,Deaths,1
USA,Kansas,2020-11-07,f,25,10,Count,Deaths,3
USA,Kansas,2020-11-07,f,35,10,Count,Deaths,8
USA,Kansas,2020-11-07,f,45,10,Count,Deaths,11
USA,Kansas,2020-11-07,f,55,10,Count,Deaths,45
USA,Kansas,2020-11-07,f,65,10,Count,Deaths,79
USA,Kansas,2020-11-07,f,75,10,Count,Deaths,137
USA,Kansas,2020-11-07,f,85,20,Count,Deaths,240
USA,Kansas,2020-11-07,f,TOT,NA,Count,Deaths,524
USA,Kansas,2020-11-07,m,0,1,Count,Deaths,0
USA,Kansas,2020-11-07,m,1,4,Count,Deaths,0
USA,Kansas,2020-11-07,m,5,10,Count,Deaths,0
USA,Kansas,2020-11-07,m,15,10,Count,Deaths,1
USA,Kansas,2020-11-07,m,25,10,Count,Deaths,4
USA,Kansas,2020-11-07,m,35,10,Count,Deaths,11
USA,Kansas,2020-11-07,m,45,10,Count,Deaths,34
USA,Kansas,2020-11-07,m,55,10,Count,Deaths,83
USA,Kansas,2020-11-07,m,65,10,Count,Deaths,144
USA,Kansas,2020-11-07,m,75,10,Count,Deaths,201
USA,Kansas,2020-11-07,m,85,20,Count,Deaths,193
USA,Kansas,2020-11-07,m,TOT,NA,Count,Deaths,671
USA,Kentucky,2020-11-07,b,TOT,NA,Count,Deaths,1678
USA,Kentucky,2020-11-07,f,0,1,Count,Deaths,0
USA,Kentucky,2020-11-07,f,1,4,Count,Deaths,0
USA,Kentucky,2020-11-07,f,5,10,Count,Deaths,0
USA,Kentucky,2020-11-07,f,15,10,Count,Deaths,0
USA,Kentucky,2020-11-07,f,25,10,Count,Deaths,2
USA,Kentucky,2020-11-07,f,35,10,Count,Deaths,6
USA,Kentucky,2020-11-07,f,45,10,Count,Deaths,22
USA,Kentucky,2020-11-07,f,55,10,Count,Deaths,82
USA,Kentucky,2020-11-07,f,65,10,Count,Deaths,163
USA,Kentucky,2020-11-07,f,75,10,Count,Deaths,241
USA,Kentucky,2020-11-07,f,85,20,Count,Deaths,366
USA,Kentucky,2020-11-07,f,TOT,NA,Count,Deaths,882
USA,Kentucky,2020-11-07,m,0,1,Count,Deaths,1
USA,Kentucky,2020-11-07,m,1,4,Count,Deaths,0
USA,Kentucky,2020-11-07,m,5,10,Count,Deaths,0
USA,Kentucky,2020-11-07,m,15,10,Count,Deaths,0
USA,Kentucky,2020-11-07,m,25,10,Count,Deaths,5
USA,Kentucky,2020-11-07,m,35,10,Count,Deaths,19
USA,Kentucky,2020-11-07,m,45,10,Count,Deaths,31
USA,Kentucky,2020-11-07,m,55,10,Count,Deaths,97
USA,Kentucky,2020-11-07,m,65,10,Count,Deaths,227
USA,Kentucky,2020-11-07,m,75,10,Count,Deaths,219
USA,Kentucky,2020-11-07,m,85,20,Count,Deaths,198
USA,Kentucky,2020-11-07,m,TOT,NA,Count,Deaths,796
USA,Louisiana,2020-11-07,b,TOT,NA,Count,Deaths,5356
USA,Louisiana,2020-11-07,f,0,1,Count,Deaths,1
USA,Louisiana,2020-11-07,f,1,4,Count,Deaths,0
USA,Louisiana,2020-11-07,f,5,10,Count,Deaths,0
USA,Louisiana,2020-11-07,f,15,10,Count,Deaths,5
USA,Louisiana,2020-11-07,f,25,10,Count,Deaths,18
USA,Louisiana,2020-11-07,f,35,10,Count,Deaths,56
USA,Louisiana,2020-11-07,f,45,10,Count,Deaths,111
USA,Louisiana,2020-11-07,f,55,10,Count,Deaths,323
USA,Louisiana,2020-11-07,f,65,10,Count,Deaths,489
USA,Louisiana,2020-11-07,f,75,10,Count,Deaths,747
USA,Louisiana,2020-11-07,f,85,20,Count,Deaths,769
USA,Louisiana,2020-11-07,f,TOT,NA,Count,Deaths,2518
USA,Louisiana,2020-11-07,m,0,1,Count,Deaths,0
USA,Louisiana,2020-11-07,m,1,4,Count,Deaths,1
USA,Louisiana,2020-11-07,m,5,10,Count,Deaths,2
USA,Louisiana,2020-11-07,m,15,10,Count,Deaths,10
USA,Louisiana,2020-11-07,m,25,10,Count,Deaths,22
USA,Louisiana,2020-11-07,m,35,10,Count,Deaths,63
USA,Louisiana,2020-11-07,m,45,10,Count,Deaths,166
USA,Louisiana,2020-11-07,m,55,10,Count,Deaths,424
USA,Louisiana,2020-11-07,m,65,10,Count,Deaths,748
USA,Louisiana,2020-11-07,m,75,10,Count,Deaths,831
USA,Louisiana,2020-11-07,m,85,20,Count,Deaths,572
USA,Louisiana,2020-11-07,m,TOT,NA,Count,Deaths,2838
USA,Maine,2020-11-07,b,TOT,NA,Count,Deaths,173
USA,Maine,2020-11-07,f,0,1,Count,Deaths,0
USA,Maine,2020-11-07,f,1,4,Count,Deaths,0
USA,Maine,2020-11-07,f,5,10,Count,Deaths,0
USA,Maine,2020-11-07,f,15,10,Count,Deaths,0
USA,Maine,2020-11-07,f,25,10,Count,Deaths,0
USA,Maine,2020-11-07,f,35,10,Count,Deaths,1
USA,Maine,2020-11-07,f,45,10,Count,Deaths,1
USA,Maine,2020-11-07,f,55,10,Count,Deaths,4
USA,Maine,2020-11-07,f,65,10,Count,Deaths,10
USA,Maine,2020-11-07,f,75,10,Count,Deaths,27
USA,Maine,2020-11-07,f,85,20,Count,Deaths,47
USA,Maine,2020-11-07,f,TOT,NA,Count,Deaths,90
USA,Maine,2020-11-07,m,0,1,Count,Deaths,0
USA,Maine,2020-11-07,m,1,4,Count,Deaths,0
USA,Maine,2020-11-07,m,5,10,Count,Deaths,0
USA,Maine,2020-11-07,m,15,10,Count,Deaths,0
USA,Maine,2020-11-07,m,25,10,Count,Deaths,1
USA,Maine,2020-11-07,m,35,10,Count,Deaths,1
USA,Maine,2020-11-07,m,45,10,Count,Deaths,4
USA,Maine,2020-11-07,m,55,10,Count,Deaths,8
USA,Maine,2020-11-07,m,65,10,Count,Deaths,21
USA,Maine,2020-11-07,m,75,10,Count,Deaths,24
USA,Maine,2020-11-07,m,85,20,Count,Deaths,24
USA,Maine,2020-11-07,m,TOT,NA,Count,Deaths,83
USA,Maryland,2020-11-07,b,TOT,NA,Count,Deaths,4560
USA,Maryland,2020-11-07,f,0,1,Count,Deaths,0
USA,Maryland,2020-11-07,f,1,4,Count,Deaths,0
USA,Maryland,2020-11-07,f,5,10,Count,Deaths,0
USA,Maryland,2020-11-07,f,15,10,Count,Deaths,3
USA,Maryland,2020-11-07,f,25,10,Count,Deaths,10
USA,Maryland,2020-11-07,f,35,10,Count,Deaths,28
USA,Maryland,2020-11-07,f,45,10,Count,Deaths,86
USA,Maryland,2020-11-07,f,55,10,Count,Deaths,202
USA,Maryland,2020-11-07,f,65,10,Count,Deaths,393
USA,Maryland,2020-11-07,f,75,10,Count,Deaths,595
USA,Maryland,2020-11-07,f,85,20,Count,Deaths,909
USA,Maryland,2020-11-07,f,TOT,NA,Count,Deaths,2226
USA,Maryland,2020-11-07,m,0,1,Count,Deaths,1
USA,Maryland,2020-11-07,m,1,4,Count,Deaths,0
USA,Maryland,2020-11-07,m,5,10,Count,Deaths,0
USA,Maryland,2020-11-07,m,15,10,Count,Deaths,7
USA,Maryland,2020-11-07,m,25,10,Count,Deaths,32
USA,Maryland,2020-11-07,m,35,10,Count,Deaths,71
USA,Maryland,2020-11-07,m,45,10,Count,Deaths,144
USA,Maryland,2020-11-07,m,55,10,Count,Deaths,361
USA,Maryland,2020-11-07,m,65,10,Count,Deaths,521
USA,Maryland,2020-11-07,m,75,10,Count,Deaths,650
USA,Maryland,2020-11-07,m,85,20,Count,Deaths,548
USA,Maryland,2020-11-07,m,TOT,NA,Count,Deaths,2334
USA,Massachusetts,2020-11-07,b,TOT,NA,Count,Deaths,8318
USA,Massachusetts,2020-11-07,f,0,1,Count,Deaths,0
USA,Massachusetts,2020-11-07,f,1,4,Count,Deaths,0
USA,Massachusetts,2020-11-07,f,5,10,Count,Deaths,0
USA,Massachusetts,2020-11-07,f,15,10,Count,Deaths,2
USA,Massachusetts,2020-11-07,f,25,10,Count,Deaths,8
USA,Massachusetts,2020-11-07,f,35,10,Count,Deaths,16
USA,Massachusetts,2020-11-07,f,45,10,Count,Deaths,67
USA,Massachusetts,2020-11-07,f,55,10,Count,Deaths,210
USA,Massachusetts,2020-11-07,f,65,10,Count,Deaths,516
USA,Massachusetts,2020-11-07,f,75,10,Count,Deaths,1093
USA,Massachusetts,2020-11-07,f,85,20,Count,Deaths,2512
USA,Massachusetts,2020-11-07,f,TOT,NA,Count,Deaths,4424
USA,Massachusetts,2020-11-07,m,0,1,Count,Deaths,0
USA,Massachusetts,2020-11-07,m,1,4,Count,Deaths,0
USA,Massachusetts,2020-11-07,m,5,10,Count,Deaths,0
USA,Massachusetts,2020-11-07,m,15,10,Count,Deaths,5
USA,Massachusetts,2020-11-07,m,25,10,Count,Deaths,12
USA,Massachusetts,2020-11-07,m,35,10,Count,Deaths,35
USA,Massachusetts,2020-11-07,m,45,10,Count,Deaths,102
USA,Massachusetts,2020-11-07,m,55,10,Count,Deaths,365
USA,Massachusetts,2020-11-07,m,65,10,Count,Deaths,761
USA,Massachusetts,2020-11-07,m,75,10,Count,Deaths,1181
USA,Massachusetts,2020-11-07,m,85,20,Count,Deaths,1433
USA,Massachusetts,2020-11-07,m,TOT,NA,Count,Deaths,3894
USA,Michigan,2020-11-07,b,TOT,NA,Count,Deaths,6892
USA,Michigan,2020-11-07,f,0,1,Count,Deaths,0
USA,Michigan,2020-11-07,f,1,4,Count,Deaths,0
USA,Michigan,2020-11-07,f,5,10,Count,Deaths,1
USA,Michigan,2020-11-07,f,15,10,Count,Deaths,5
USA,Michigan,2020-11-07,f,25,10,Count,Deaths,14
USA,Michigan,2020-11-07,f,35,10,Count,Deaths,38
USA,Michigan,2020-11-07,f,45,10,Count,Deaths,131
USA,Michigan,2020-11-07,f,55,10,Count,Deaths,302
USA,Michigan,2020-11-07,f,65,10,Count,Deaths,669
USA,Michigan,2020-11-07,f,75,10,Count,Deaths,834
USA,Michigan,2020-11-07,f,85,20,Count,Deaths,1264
USA,Michigan,2020-11-07,f,TOT,NA,Count,Deaths,3257
USA,Michigan,2020-11-07,m,0,1,Count,Deaths,0
USA,Michigan,2020-11-07,m,1,4,Count,Deaths,0
USA,Michigan,2020-11-07,m,5,10,Count,Deaths,0
USA,Michigan,2020-11-07,m,15,10,Count,Deaths,4
USA,Michigan,2020-11-07,m,25,10,Count,Deaths,29
USA,Michigan,2020-11-07,m,35,10,Count,Deaths,68
USA,Michigan,2020-11-07,m,45,10,Count,Deaths,236
USA,Michigan,2020-11-07,m,55,10,Count,Deaths,500
USA,Michigan,2020-11-07,m,65,10,Count,Deaths,955
USA,Michigan,2020-11-07,m,75,10,Count,Deaths,1023
USA,Michigan,2020-11-07,m,85,20,Count,Deaths,819
USA,Michigan,2020-11-07,m,TOT,NA,Count,Deaths,3634
USA,Minnesota,2020-11-07,b,TOT,NA,Count,Deaths,2564
USA,Minnesota,2020-11-07,f,0,1,Count,Deaths,1
USA,Minnesota,2020-11-07,f,1,4,Count,Deaths,0
USA,Minnesota,2020-11-07,f,5,10,Count,Deaths,0
USA,Minnesota,2020-11-07,f,15,10,Count,Deaths,1
USA,Minnesota,2020-11-07,f,25,10,Count,Deaths,4
USA,Minnesota,2020-11-07,f,35,10,Count,Deaths,9
USA,Minnesota,2020-11-07,f,45,10,Count,Deaths,21
USA,Minnesota,2020-11-07,f,55,10,Count,Deaths,63
USA,Minnesota,2020-11-07,f,65,10,Count,Deaths,177
USA,Minnesota,2020-11-07,f,75,10,Count,Deaths,302
USA,Minnesota,2020-11-07,f,85,20,Count,Deaths,698
USA,Minnesota,2020-11-07,f,TOT,NA,Count,Deaths,1275
USA,Minnesota,2020-11-07,m,0,1,Count,Deaths,0
USA,Minnesota,2020-11-07,m,1,4,Count,Deaths,0
USA,Minnesota,2020-11-07,m,5,10,Count,Deaths,0
USA,Minnesota,2020-11-07,m,15,10,Count,Deaths,1
USA,Minnesota,2020-11-07,m,25,10,Count,Deaths,6
USA,Minnesota,2020-11-07,m,35,10,Count,Deaths,14
USA,Minnesota,2020-11-07,m,45,10,Count,Deaths,53
USA,Minnesota,2020-11-07,m,55,10,Count,Deaths,141
USA,Minnesota,2020-11-07,m,65,10,Count,Deaths,232
USA,Minnesota,2020-11-07,m,75,10,Count,Deaths,375
USA,Minnesota,2020-11-07,m,85,20,Count,Deaths,467
USA,Minnesota,2020-11-07,m,TOT,NA,Count,Deaths,1289
USA,Mississippi,2020-11-07,b,TOT,NA,Count,Deaths,3290
USA,Mississippi,2020-11-07,f,0,1,Count,Deaths,0
USA,Mississippi,2020-11-07,f,1,4,Count,Deaths,0
USA,Mississippi,2020-11-07,f,5,10,Count,Deaths,0
