Country,Region,Date,Sex,Age,AgeInt,Metric,Measure,Value
USA,North Carolina,2021-05-08,m,1,4,Count,Deaths,0
USA,North Carolina,2021-05-08,m,5,10,Count,Deaths,1
USA,North Carolina,2021-05-08,m,15,10,Count,Deaths,7
USA,North Carolina,2021-05-08,m,25,10,Count,Deaths,35
USA,North Carolina,2021-05-08,m,35,10,Count,Deaths,100
USA,North Carolina,2021-05-08,m,45,10,Count,Deaths,267
USA,North Carolina,2021-05-08,m,55,10,Count,Deaths,627
USA,North Carolina,2021-05-08,m,65,10,Count,Deaths,1259
USA,North Carolina,2021-05-08,m,75,10,Count,Deaths,1472
USA,North Carolina,2021-05-08,m,85,20,Count,Deaths,1169
USA,North Carolina,2021-05-08,m,TOT,NA,Count,Deaths,4937
USA,North Dakota,2021-05-08,b,0,1,Count,Deaths,0
USA,North Dakota,2021-05-08,b,1,4,Count,Deaths,0
USA,North Dakota,2021-05-08,b,5,10,Count,Deaths,0
USA,North Dakota,2021-05-08,b,15,10,Count,Deaths,2
USA,North Dakota,2021-05-08,b,25,10,Count,Deaths,10
USA,North Dakota,2021-05-08,b,35,10,Count,Deaths,19
USA,North Dakota,2021-05-08,b,45,10,Count,Deaths,50
USA,North Dakota,2021-05-08,b,55,10,Count,Deaths,144
USA,North Dakota,2021-05-08,b,65,10,Count,Deaths,294
USA,North Dakota,2021-05-08,b,75,10,Count,Deaths,448
USA,North Dakota,2021-05-08,b,85,20,Count,Deaths,730
USA,North Dakota,2021-05-08,b,TOT,NA,Count,Deaths,1697
USA,North Dakota,2021-05-08,f,0,1,Count,Deaths,0
USA,North Dakota,2021-05-08,f,1,4,Count,Deaths,0
USA,North Dakota,2021-05-08,f,5,10,Count,Deaths,0
USA,North Dakota,2021-05-08,f,15,10,Count,Deaths,1
USA,North Dakota,2021-05-08,f,25,10,Count,Deaths,2
USA,North Dakota,2021-05-08,f,35,10,Count,Deaths,5
USA,North Dakota,2021-05-08,f,45,10,Count,Deaths,15
USA,North Dakota,2021-05-08,f,55,10,Count,Deaths,47
USA,North Dakota,2021-05-08,f,65,10,Count,Deaths,100
USA,North Dakota,2021-05-08,f,75,10,Count,Deaths,201
USA,North Dakota,2021-05-08,f,85,20,Count,Deaths,382
USA,North Dakota,2021-05-08,f,TOT,NA,Count,Deaths,752
USA,North Dakota,2021-05-08,m,0,1,Count,Deaths,0
USA,North Dakota,2021-05-08,m,1,4,Count,Deaths,0
USA,North Dakota,2021-05-08,m,5,10,Count,Deaths,0
USA,North Dakota,2021-05-08,m,15,10,Count,Deaths,1
USA,North Dakota,2021-05-08,m,25,10,Count,Deaths,7
USA,North Dakota,2021-05-08,m,35,10,Count,Deaths,16
USA,North Dakota,2021-05-08,m,45,10,Count,Deaths,35
USA,North Dakota,2021-05-08,m,55,10,Count,Deaths,97
USA,North Dakota,2021-05-08,m,65,10,Count,Deaths,194
USA,North Dakota,2021-05-08,m,75,10,Count,Deaths,247
USA,North Dakota,2021-05-08,m,85,20,Count,Deaths,348
USA,North Dakota,2021-05-08,m,TOT,NA,Count,Deaths,945
USA,Ohio,2021-05-08,b,0,1,Count,Deaths,2
USA,Ohio,2021-05-08,b,1,4,Count,Deaths,1
USA,Ohio,2021-05-08,b,5,10,Count,Deaths,3
USA,Ohio,2021-05-08,b,15,10,Count,Deaths,14
USA,Ohio,2021-05-08,b,25,10,Count,Deaths,68
USA,Ohio,2021-05-08,b,35,10,Count,Deaths,199
USA,Ohio,2021-05-08,b,45,10,Count,Deaths,586
USA,Ohio,2021-05-08,b,55,10,Count,Deaths,1993
USA,Ohio,2021-05-08,b,65,10,Count,Deaths,4515
USA,Ohio,2021-05-08,b,75,10,Count,Deaths,6628
USA,Ohio,2021-05-08,b,85,20,Count,Deaths,7890
USA,Ohio,2021-05-08,b,TOT,NA,Count,Deaths,21899
USA,Ohio,2021-05-08,f,0,1,Count,Deaths,1
USA,Ohio,2021-05-08,f,1,4,Count,Deaths,1
USA,Ohio,2021-05-08,f,5,10,Count,Deaths,1
USA,Ohio,2021-05-08,f,15,10,Count,Deaths,11
USA,Ohio,2021-05-08,f,25,10,Count,Deaths,32
USA,Ohio,2021-05-08,f,35,10,Count,Deaths,85
USA,Ohio,2021-05-08,f,45,10,Count,Deaths,224
USA,Ohio,2021-05-08,f,55,10,Count,Deaths,764
USA,Ohio,2021-05-08,f,65,10,Count,Deaths,1745
USA,Ohio,2021-05-08,f,75,10,Count,Deaths,2974
USA,Ohio,2021-05-08,f,85,20,Count,Deaths,4599
USA,Ohio,2021-05-08,f,TOT,NA,Count,Deaths,10437
USA,Ohio,2021-05-08,m,0,1,Count,Deaths,0
USA,Ohio,2021-05-08,m,1,4,Count,Deaths,1
USA,Ohio,2021-05-08,m,5,10,Count,Deaths,0
USA,Ohio,2021-05-08,m,15,10,Count,Deaths,6
USA,Ohio,2021-05-08,m,25,10,Count,Deaths,36
USA,Ohio,2021-05-08,m,35,10,Count,Deaths,114
USA,Ohio,2021-05-08,m,45,10,Count,Deaths,362
USA,Ohio,2021-05-08,m,55,10,Count,Deaths,1229
USA,Ohio,2021-05-08,m,65,10,Count,Deaths,2770
USA,Ohio,2021-05-08,m,75,10,Count,Deaths,3654
USA,Ohio,2021-05-08,m,85,20,Count,Deaths,3291
USA,Ohio,2021-05-08,m,TOT,NA,Count,Deaths,11462
USA,Oklahoma,2021-05-08,b,0,1,Count,Deaths,2
USA,Oklahoma,2021-05-08,b,1,4,Count,Deaths,1
USA,Oklahoma,2021-05-08,b,5,10,Count,Deaths,2
USA,Oklahoma,2021-05-08,b,15,10,Count,Deaths,10
USA,Oklahoma,2021-05-08,b,25,10,Count,Deaths,53
USA,Oklahoma,2021-05-08,b,35,10,Count,Deaths,136
USA,Oklahoma,2021-05-08,b,45,10,Count,Deaths,409
USA,Oklahoma,2021-05-08,b,55,10,Count,Deaths,1043
USA,Oklahoma,2021-05-08,b,65,10,Count,Deaths,2018
USA,Oklahoma,2021-05-08,b,75,10,Count,Deaths,2376
USA,Oklahoma,2021-05-08,b,85,20,Count,Deaths,2293
USA,Oklahoma,2021-05-08,b,TOT,NA,Count,Deaths,8343
USA,Oklahoma,2021-05-08,f,0,1,Count,Deaths,1
USA,Oklahoma,2021-05-08,f,1,4,Count,Deaths,0
USA,Oklahoma,2021-05-08,f,5,10,Count,Deaths,1
USA,Oklahoma,2021-05-08,f,15,10,Count,Deaths,4
USA,Oklahoma,2021-05-08,f,25,10,Count,Deaths,19
USA,Oklahoma,2021-05-08,f,35,10,Count,Deaths,57
USA,Oklahoma,2021-05-08,f,45,10,Count,Deaths,170
USA,Oklahoma,2021-05-08,f,55,10,Count,Deaths,409
USA,Oklahoma,2021-05-08,f,65,10,Count,Deaths,835
USA,Oklahoma,2021-05-08,f,75,10,Count,Deaths,1046
USA,Oklahoma,2021-05-08,f,85,20,Count,Deaths,1248
USA,Oklahoma,2021-05-08,f,TOT,NA,Count,Deaths,3789
USA,Oklahoma,2021-05-08,m,0,1,Count,Deaths,1
USA,Oklahoma,2021-05-08,m,1,4,Count,Deaths,1
USA,Oklahoma,2021-05-08,m,5,10,Count,Deaths,0
USA,Oklahoma,2021-05-08,m,15,10,Count,Deaths,9
USA,Oklahoma,2021-05-08,m,25,10,Count,Deaths,34
USA,Oklahoma,2021-05-08,m,35,10,Count,Deaths,79
USA,Oklahoma,2021-05-08,m,45,10,Count,Deaths,239
USA,Oklahoma,2021-05-08,m,55,10,Count,Deaths,634
USA,Oklahoma,2021-05-08,m,65,10,Count,Deaths,1183
USA,Oklahoma,2021-05-08,m,75,10,Count,Deaths,1330
USA,Oklahoma,2021-05-08,m,85,20,Count,Deaths,1045
USA,Oklahoma,2021-05-08,m,TOT,NA,Count,Deaths,4554
USA,Oregon,2021-05-08,b,0,1,Count,Deaths,0
USA,Oregon,2021-05-08,b,1,4,Count,Deaths,0
USA,Oregon,2021-05-08,b,5,10,Count,Deaths,0
USA,Oregon,2021-05-08,b,15,10,Count,Deaths,4
USA,Oregon,2021-05-08,b,25,10,Count,Deaths,10
USA,Oregon,2021-05-08,b,35,10,Count,Deaths,36
USA,Oregon,2021-05-08,b,45,10,Count,Deaths,98
USA,Oregon,2021-05-08,b,55,10,Count,Deaths,253
USA,Oregon,2021-05-08,b,65,10,Count,Deaths,437
USA,Oregon,2021-05-08,b,75,10,Count,Deaths,713
USA,Oregon,2021-05-08,b,85,20,Count,Deaths,863
USA,Oregon,2021-05-08,b,TOT,NA,Count,Deaths,2414
USA,Oregon,2021-05-08,f,0,1,Count,Deaths,0
USA,Oregon,2021-05-08,f,1,4,Count,Deaths,0
USA,Oregon,2021-05-08,f,5,10,Count,Deaths,0
USA,Oregon,2021-05-08,f,15,10,Count,Deaths,1
USA,Oregon,2021-05-08,f,25,10,Count,Deaths,4
USA,Oregon,2021-05-08,f,35,10,Count,Deaths,12
USA,Oregon,2021-05-08,f,45,10,Count,Deaths,28
USA,Oregon,2021-05-08,f,55,10,Count,Deaths,81
USA,Oregon,2021-05-08,f,65,10,Count,Deaths,188
USA,Oregon,2021-05-08,f,75,10,Count,Deaths,315
USA,Oregon,2021-05-08,f,85,20,Count,Deaths,501
USA,Oregon,2021-05-08,f,TOT,NA,Count,Deaths,1130
USA,Oregon,2021-05-08,m,0,1,Count,Deaths,0
USA,Oregon,2021-05-08,m,1,4,Count,Deaths,0
USA,Oregon,2021-05-08,m,5,10,Count,Deaths,0
USA,Oregon,2021-05-08,m,15,10,Count,Deaths,2
USA,Oregon,2021-05-08,m,25,10,Count,Deaths,7
USA,Oregon,2021-05-08,m,35,10,Count,Deaths,24
USA,Oregon,2021-05-08,m,45,10,Count,Deaths,70
USA,Oregon,2021-05-08,m,55,10,Count,Deaths,172
USA,Oregon,2021-05-08,m,65,10,Count,Deaths,249
USA,Oregon,2021-05-08,m,75,10,Count,Deaths,398
USA,Oregon,2021-05-08,m,85,20,Count,Deaths,362
USA,Oregon,2021-05-08,m,TOT,NA,Count,Deaths,1284
USA,Pennsylvania,2021-05-08,b,0,1,Count,Deaths,0
USA,Pennsylvania,2021-05-08,b,1,4,Count,Deaths,0
USA,Pennsylvania,2021-05-08,b,5,10,Count,Deaths,2
USA,Pennsylvania,2021-05-08,b,15,10,Count,Deaths,29
USA,Pennsylvania,2021-05-08,b,25,10,Count,Deaths,101
USA,Pennsylvania,2021-05-08,b,35,10,Count,Deaths,229
USA,Pennsylvania,2021-05-08,b,45,10,Count,Deaths,785
USA,Pennsylvania,2021-05-08,b,55,10,Count,Deaths,2404
USA,Pennsylvania,2021-05-08,b,65,10,Count,Deaths,5260
USA,Pennsylvania,2021-05-08,b,75,10,Count,Deaths,7449
USA,Pennsylvania,2021-05-08,b,85,20,Count,Deaths,10958
USA,Pennsylvania,2021-05-08,b,TOT,NA,Count,Deaths,27217
USA,Pennsylvania,2021-05-08,f,0,1,Count,Deaths,0
USA,Pennsylvania,2021-05-08,f,1,4,Count,Deaths,0
USA,Pennsylvania,2021-05-08,f,5,10,Count,Deaths,1
USA,Pennsylvania,2021-05-08,f,15,10,Count,Deaths,12
USA,Pennsylvania,2021-05-08,f,25,10,Count,Deaths,28
USA,Pennsylvania,2021-05-08,f,35,10,Count,Deaths,81
USA,Pennsylvania,2021-05-08,f,45,10,Count,Deaths,290
USA,Pennsylvania,2021-05-08,f,55,10,Count,Deaths,859
USA,Pennsylvania,2021-05-08,f,65,10,Count,Deaths,2096
USA,Pennsylvania,2021-05-08,f,75,10,Count,Deaths,3355
USA,Pennsylvania,2021-05-08,f,85,20,Count,Deaths,6633
USA,Pennsylvania,2021-05-08,f,TOT,NA,Count,Deaths,13355
USA,Pennsylvania,2021-05-08,m,0,1,Count,Deaths,0
USA,Pennsylvania,2021-05-08,m,1,4,Count,Deaths,0
USA,Pennsylvania,2021-05-08,m,5,10,Count,Deaths,1
USA,Pennsylvania,2021-05-08,m,15,10,Count,Deaths,17
USA,Pennsylvania,2021-05-08,m,25,10,Count,Deaths,73
USA,Pennsylvania,2021-05-08,m,35,10,Count,Deaths,148
USA,Pennsylvania,2021-05-08,m,45,10,Count,Deaths,495
USA,Pennsylvania,2021-05-08,m,55,10,Count,Deaths,1545
USA,Pennsylvania,2021-05-08,m,65,10,Count,Deaths,3164
USA,Pennsylvania,2021-05-08,m,75,10,Count,Deaths,4094
USA,Pennsylvania,2021-05-08,m,85,20,Count,Deaths,4325
USA,Pennsylvania,2021-05-08,m,TOT,NA,Count,Deaths,13862
USA,Puerto Rico,2021-05-08,b,0,1,Count,Deaths,0
USA,Puerto Rico,2021-05-08,b,1,4,Count,Deaths,0
USA,Puerto Rico,2021-05-08,b,5,10,Count,Deaths,1
USA,Puerto Rico,2021-05-08,b,15,10,Count,Deaths,8
USA,Puerto Rico,2021-05-08,b,25,10,Count,Deaths,28
USA,Puerto Rico,2021-05-08,b,35,10,Count,Deaths,68
USA,Puerto Rico,2021-05-08,b,45,10,Count,Deaths,185
USA,Puerto Rico,2021-05-08,b,55,10,Count,Deaths,334
USA,Puerto Rico,2021-05-08,b,65,10,Count,Deaths,563
USA,Puerto Rico,2021-05-08,b,75,10,Count,Deaths,599
USA,Puerto Rico,2021-05-08,b,85,20,Count,Deaths,449
USA,Puerto Rico,2021-05-08,b,TOT,NA,Count,Deaths,2235
USA,Puerto Rico,2021-05-08,f,0,1,Count,Deaths,0
USA,Puerto Rico,2021-05-08,f,1,4,Count,Deaths,0
USA,Puerto Rico,2021-05-08,f,5,10,Count,Deaths,1
USA,Puerto Rico,2021-05-08,f,15,10,Count,Deaths,2
USA,Puerto Rico,2021-05-08,f,25,10,Count,Deaths,9
USA,Puerto Rico,2021-05-08,f,35,10,Count,Deaths,22
USA,Puerto Rico,2021-05-08,f,45,10,Count,Deaths,57
USA,Puerto Rico,2021-05-08,f,55,10,Count,Deaths,144
USA,Puerto Rico,2021-05-08,f,65,10,Count,Deaths,221
USA,Puerto Rico,2021-05-08,f,75,10,Count,Deaths,258
USA,Puerto Rico,2021-05-08,f,85,20,Count,Deaths,244
USA,Puerto Rico,2021-05-08,f,TOT,NA,Count,Deaths,958
USA,Puerto Rico,2021-05-08,m,0,1,Count,Deaths,0
USA,Puerto Rico,2021-05-08,m,1,4,Count,Deaths,0
USA,Puerto Rico,2021-05-08,m,5,10,Count,Deaths,0
USA,Puerto Rico,2021-05-08,m,15,10,Count,Deaths,6
USA,Puerto Rico,2021-05-08,m,25,10,Count,Deaths,19
USA,Puerto Rico,2021-05-08,m,35,10,Count,Deaths,46
USA,Puerto Rico,2021-05-08,m,45,10,Count,Deaths,128
USA,Puerto Rico,2021-05-08,m,55,10,Count,Deaths,190
USA,Puerto Rico,2021-05-08,m,65,10,Count,Deaths,342
USA,Puerto Rico,2021-05-08,m,75,10,Count,Deaths,341
USA,Puerto Rico,2021-05-08,m,85,20,Count,Deaths,205
USA,Puerto Rico,2021-05-08,m,TOT,NA,Count,Deaths,1277
USA,Rhode Island,2021-05-08,b,0,1,Count,Deaths,0
USA,Rhode Island,2021-05-08,b,1,4,Count,Deaths,0
USA,Rhode Island,2021-05-08,b,5,10,Count,Deaths,1
USA,Rhode Island,2021-05-08,b,15,10,Count,Deaths,0
USA,Rhode Island,2021-05-08,b,25,10,Count,Deaths,10
USA,Rhode Island,2021-05-08,b,35,10,Count,Deaths,17
USA,Rhode Island,2021-05-08,b,45,10,Count,Deaths,56
USA,Rhode Island,2021-05-08,b,55,10,Count,Deaths,204
USA,Rhode Island,2021-05-08,b,65,10,Count,Deaths,489
USA,Rhode Island,2021-05-08,b,75,10,Count,Deaths,668
USA,Rhode Island,2021-05-08,b,85,20,Count,Deaths,1190
USA,Rhode Island,2021-05-08,b,TOT,NA,Count,Deaths,2634
USA,Rhode Island,2021-05-08,f,0,1,Count,Deaths,0
USA,Rhode Island,2021-05-08,f,1,4,Count,Deaths,0
USA,Rhode Island,2021-05-08,f,5,10,Count,Deaths,1
USA,Rhode Island,2021-05-08,f,15,10,Count,Deaths,0
USA,Rhode Island,2021-05-08,f,25,10,Count,Deaths,2
USA,Rhode Island,2021-05-08,f,35,10,Count,Deaths,6
USA,Rhode Island,2021-05-08,f,45,10,Count,Deaths,22
USA,Rhode Island,2021-05-08,f,55,10,Count,Deaths,67
USA,Rhode Island,2021-05-08,f,65,10,Count,Deaths,204
USA,Rhode Island,2021-05-08,f,75,10,Count,Deaths,320
USA,Rhode Island,2021-05-08,f,85,20,Count,Deaths,742
USA,Rhode Island,2021-05-08,f,TOT,NA,Count,Deaths,1363
USA,Rhode Island,2021-05-08,m,0,1,Count,Deaths,0
USA,Rhode Island,2021-05-08,m,1,4,Count,Deaths,0
USA,Rhode Island,2021-05-08,m,5,10,Count,Deaths,0
USA,Rhode Island,2021-05-08,m,15,10,Count,Deaths,0
USA,Rhode Island,2021-05-08,m,25,10,Count,Deaths,5
USA,Rhode Island,2021-05-08,m,35,10,Count,Deaths,14
USA,Rhode Island,2021-05-08,m,45,10,Count,Deaths,34
USA,Rhode Island,2021-05-08,m,55,10,Count,Deaths,137
USA,Rhode Island,2021-05-08,m,65,10,Count,Deaths,285
USA,Rhode Island,2021-05-08,m,75,10,Count,Deaths,348
USA,Rhode Island,2021-05-08,m,85,20,Count,Deaths,448
USA,Rhode Island,2021-05-08,m,TOT,NA,Count,Deaths,1271
USA,South Carolina,2021-05-08,b,0,1,Count,Deaths,2
USA,South Carolina,2021-05-08,b,1,4,Count,Deaths,0
USA,South Carolina,2021-05-08,b,5,10,Count,Deaths,2
USA,South Carolina,2021-05-08,b,15,10,Count,Deaths,12
USA,South Carolina,2021-05-08,b,25,10,Count,Deaths,47
USA,South Carolina,2021-05-08,b,35,10,Count,Deaths,141
USA,South Carolina,2021-05-08,b,45,10,Count,Deaths,368
USA,South Carolina,2021-05-08,b,55,10,Count,Deaths,1132
USA,South Carolina,2021-05-08,b,65,10,Count,Deaths,2223
USA,South Carolina,2021-05-08,b,75,10,Count,Deaths,2704
USA,South Carolina,2021-05-08,b,85,20,Count,Deaths,2199
USA,South Carolina,2021-05-08,b,TOT,NA,Count,Deaths,8830
USA,South Carolina,2021-05-08,f,0,1,Count,Deaths,0
USA,South Carolina,2021-05-08,f,1,4,Count,Deaths,0
USA,South Carolina,2021-05-08,f,5,10,Count,Deaths,1
USA,South Carolina,2021-05-08,f,15,10,Count,Deaths,3
USA,South Carolina,2021-05-08,f,25,10,Count,Deaths,21
USA,South Carolina,2021-05-08,f,35,10,Count,Deaths,46
USA,South Carolina,2021-05-08,f,45,10,Count,Deaths,153
USA,South Carolina,2021-05-08,f,55,10,Count,Deaths,496
USA,South Carolina,2021-05-08,f,65,10,Count,Deaths,938
USA,South Carolina,2021-05-08,f,75,10,Count,Deaths,1139
USA,South Carolina,2021-05-08,f,85,20,Count,Deaths,1262
USA,South Carolina,2021-05-08,f,TOT,NA,Count,Deaths,4058
USA,South Carolina,2021-05-08,m,0,1,Count,Deaths,1
USA,South Carolina,2021-05-08,m,1,4,Count,Deaths,0
USA,South Carolina,2021-05-08,m,5,10,Count,Deaths,2
USA,South Carolina,2021-05-08,m,15,10,Count,Deaths,10
USA,South Carolina,2021-05-08,m,25,10,Count,Deaths,26
USA,South Carolina,2021-05-08,m,35,10,Count,Deaths,95
USA,South Carolina,2021-05-08,m,45,10,Count,Deaths,215
USA,South Carolina,2021-05-08,m,55,10,Count,Deaths,636
USA,South Carolina,2021-05-08,m,65,10,Count,Deaths,1285
USA,South Carolina,2021-05-08,m,75,10,Count,Deaths,1565
USA,South Carolina,2021-05-08,m,85,20,Count,Deaths,937
USA,South Carolina,2021-05-08,m,TOT,NA,Count,Deaths,4772
USA,South Dakota,2021-05-08,b,0,1,Count,Deaths,0
USA,South Dakota,2021-05-08,b,1,4,Count,Deaths,0
USA,South Dakota,2021-05-08,b,5,10,Count,Deaths,0
USA,South Dakota,2021-05-08,b,15,10,Count,Deaths,3
USA,South Dakota,2021-05-08,b,25,10,Count,Deaths,14
USA,South Dakota,2021-05-08,b,35,10,Count,Deaths,22
USA,South Dakota,2021-05-08,b,45,10,Count,Deaths,71
USA,South Dakota,2021-05-08,b,55,10,Count,Deaths,191
USA,South Dakota,2021-05-08,b,65,10,Count,Deaths,396
USA,South Dakota,2021-05-08,b,75,10,Count,Deaths,524
USA,South Dakota,2021-05-08,b,85,20,Count,Deaths,814
USA,South Dakota,2021-05-08,b,TOT,NA,Count,Deaths,2035
USA,South Dakota,2021-05-08,f,0,1,Count,Deaths,0
USA,South Dakota,2021-05-08,f,1,4,Count,Deaths,0
USA,South Dakota,2021-05-08,f,5,10,Count,Deaths,0
USA,South Dakota,2021-05-08,f,15,10,Count,Deaths,1
USA,South Dakota,2021-05-08,f,25,10,Count,Deaths,3
USA,South Dakota,2021-05-08,f,35,10,Count,Deaths,8
USA,South Dakota,2021-05-08,f,45,10,Count,Deaths,36
USA,South Dakota,2021-05-08,f,55,10,Count,Deaths,69
USA,South Dakota,2021-05-08,f,65,10,Count,Deaths,179
USA,South Dakota,2021-05-08,f,75,10,Count,Deaths,208
USA,South Dakota,2021-05-08,f,85,20,Count,Deaths,437
USA,South Dakota,2021-05-08,f,TOT,NA,Count,Deaths,941
USA,South Dakota,2021-05-08,m,0,1,Count,Deaths,0
USA,South Dakota,2021-05-08,m,1,4,Count,Deaths,0
USA,South Dakota,2021-05-08,m,5,10,Count,Deaths,0
USA,South Dakota,2021-05-08,m,15,10,Count,Deaths,2
USA,South Dakota,2021-05-08,m,25,10,Count,Deaths,12
USA,South Dakota,2021-05-08,m,35,10,Count,Deaths,13
USA,South Dakota,2021-05-08,m,45,10,Count,Deaths,35
USA,South Dakota,2021-05-08,m,55,10,Count,Deaths,122
USA,South Dakota,2021-05-08,m,65,10,Count,Deaths,217
USA,South Dakota,2021-05-08,m,75,10,Count,Deaths,316
USA,South Dakota,2021-05-08,m,85,20,Count,Deaths,377
USA,South Dakota,2021-05-08,m,TOT,NA,Count,Deaths,1094
USA,Tennessee,2021-05-08,b,0,1,Count,Deaths,2
USA,Tennessee,2021-05-08,b,1,4,Count,Deaths,1
USA,Tennessee,2021-05-08,b,5,10,Count,Deaths,3
USA,Tennessee,2021-05-08,b,15,10,Count,Deaths,21
USA,Tennessee,2021-05-08,b,25,10,Count,Deaths,72
USA,Tennessee,2021-05-08,b,35,10,Count,Deaths,210
USA,Tennessee,2021-05-08,b,45,10,Count,Deaths,631
USA,Tennessee,2021-05-08,b,55,10,Count,Deaths,1645
USA,Tennessee,2021-05-08,b,65,10,Count,Deaths,3134
USA,Tennessee,2021-05-08,b,75,10,Count,Deaths,3785
USA,Tennessee,2021-05-08,b,85,20,Count,Deaths,3122
USA,Tennessee,2021-05-08,b,TOT,NA,Count,Deaths,12627
USA,Tennessee,2021-05-08,f,0,1,Count,Deaths,2
USA,Tennessee,2021-05-08,f,1,4,Count,Deaths,1
USA,Tennessee,2021-05-08,f,5,10,Count,Deaths,3
USA,Tennessee,2021-05-08,f,15,10,Count,Deaths,11
USA,Tennessee,2021-05-08,f,25,10,Count,Deaths,27
USA,Tennessee,2021-05-08,f,35,10,Count,Deaths,87
USA,Tennessee,2021-05-08,f,45,10,Count,Deaths,236
USA,Tennessee,2021-05-08,f,55,10,Count,Deaths,673
USA,Tennessee,2021-05-08,f,65,10,Count,Deaths,1264
USA,Tennessee,2021-05-08,f,75,10,Count,Deaths,1614
USA,Tennessee,2021-05-08,f,85,20,Count,Deaths,1786
USA,Tennessee,2021-05-08,f,TOT,NA,Count,Deaths,5703
USA,Tennessee,2021-05-08,m,0,1,Count,Deaths,1
USA,Tennessee,2021-05-08,m,1,4,Count,Deaths,1
USA,Tennessee,2021-05-08,m,5,10,Count,Deaths,0
USA,Tennessee,2021-05-08,m,15,10,Count,Deaths,10
USA,Tennessee,2021-05-08,m,25,10,Count,Deaths,45
USA,Tennessee,2021-05-08,m,35,10,Count,Deaths,123
USA,Tennessee,2021-05-08,m,45,10,Count,Deaths,395
USA,Tennessee,2021-05-08,m,55,10,Count,Deaths,972
USA,Tennessee,2021-05-08,m,65,10,Count,Deaths,1870
USA,Tennessee,2021-05-08,m,75,10,Count,Deaths,2171
USA,Tennessee,2021-05-08,m,85,20,Count,Deaths,1336
USA,Tennessee,2021-05-08,m,TOT,NA,Count,Deaths,6924
USA,Texas,2021-05-08,b,0,1,Count,Deaths,12
USA,Texas,2021-05-08,b,1,4,Count,Deaths,6
USA,Texas,2021-05-08,b,5,10,Count,Deaths,18
USA,Texas,2021-05-08,b,15,10,Count,Deaths,116
USA,Texas,2021-05-08,b,25,10,Count,Deaths,566
USA,Texas,2021-05-08,b,35,10,Count,Deaths,1480
USA,Texas,2021-05-08,b,45,10,Count,Deaths,3928
USA,Texas,2021-05-08,b,55,10,Count,Deaths,8622
USA,Texas,2021-05-08,b,65,10,Count,Deaths,13556
USA,Texas,2021-05-08,b,75,10,Count,Deaths,13881
USA,Texas,2021-05-08,b,85,20,Count,Deaths,11376
USA,Texas,2021-05-08,b,TOT,NA,Count,Deaths,53561
USA,Texas,2021-05-08,f,0,1,Count,Deaths,5
USA,Texas,2021-05-08,f,1,4,Count,Deaths,3
USA,Texas,2021-05-08,f,5,10,Count,Deaths,8
USA,Texas,2021-05-08,f,15,10,Count,Deaths,51
USA,Texas,2021-05-08,f,25,10,Count,Deaths,210
USA,Texas,2021-05-08,f,35,10,Count,Deaths,532
USA,Texas,2021-05-08,f,45,10,Count,Deaths,1294
USA,Texas,2021-05-08,f,55,10,Count,Deaths,3102
USA,Texas,2021-05-08,f,65,10,Count,Deaths,5260
USA,Texas,2021-05-08,f,75,10,Count,Deaths,5882
USA,Texas,2021-05-08,f,85,20,Count,Deaths,6228
USA,Texas,2021-05-08,f,TOT,NA,Count,Deaths,22574
USA,Texas,2021-05-08,m,0,1,Count,Deaths,7
USA,Texas,2021-05-08,m,1,4,Count,Deaths,3
USA,Texas,2021-05-08,m,5,10,Count,Deaths,11
USA,Texas,2021-05-08,m,15,10,Count,Deaths,65
USA,Texas,2021-05-08,m,25,10,Count,Deaths,356
USA,Texas,2021-05-08,m,35,10,Count,Deaths,948
USA,Texas,2021-05-08,m,45,10,Count,Deaths,2634
USA,Texas,2021-05-08,m,55,10,Count,Deaths,5520
USA,Texas,2021-05-08,m,65,10,Count,Deaths,8296
USA,Texas,2021-05-08,m,75,10,Count,Deaths,7999
USA,Texas,2021-05-08,m,85,20,Count,Deaths,5148
USA,Texas,2021-05-08,m,TOT,NA,Count,Deaths,30987
USA,Utah,2021-05-08,b,0,1,Count,Deaths,0
USA,Utah,2021-05-08,b,1,4,Count,Deaths,0
USA,Utah,2021-05-08,b,5,10,Count,Deaths,1
USA,Utah,2021-05-08,b,15,10,Count,Deaths,7
USA,Utah,2021-05-08,b,25,10,Count,Deaths,27
USA,Utah,2021-05-08,b,35,10,Count,Deaths,63
USA,Utah,2021-05-08,b,45,10,Count,Deaths,148
USA,Utah,2021-05-08,b,55,10,Count,Deaths,284
USA,Utah,2021-05-08,b,65,10,Count,Deaths,557
USA,Utah,2021-05-08,b,75,10,Count,Deaths,653
USA,Utah,2021-05-08,b,85,20,Count,Deaths,649
USA,Utah,2021-05-08,b,TOT,NA,Count,Deaths,2389
USA,Utah,2021-05-08,f,0,1,Count,Deaths,0
USA,Utah,2021-05-08,f,1,4,Count,Deaths,0
USA,Utah,2021-05-08,f,5,10,Count,Deaths,0
USA,Utah,2021-05-08,f,15,10,Count,Deaths,2
USA,Utah,2021-05-08,f,25,10,Count,Deaths,11
USA,Utah,2021-05-08,f,35,10,Count,Deaths,24
USA,Utah,2021-05-08,f,45,10,Count,Deaths,48
USA,Utah,2021-05-08,f,55,10,Count,Deaths,96
USA,Utah,2021-05-08,f,65,10,Count,Deaths,204
USA,Utah,2021-05-08,f,75,10,Count,Deaths,249
